date,fips_x,county,POSITIVE
2020-02-02,013,Contra Costa County,0.0
2020-02-02,003,Alpine County,0.0
2020-02-02,017,El Dorado County,0.0
2020-02-02,113,Yolo County,0.0
2020-02-02,115,Yuba County,0.0
2020-02-02,069,San Benito County,2.0
2020-02-02,023,Humboldt County,0.0
2020-02-02,065,Riverside County,0.0
2020-02-02,029,Kern County,0.0
2020-02-02,011,Colusa County,0.0
2020-02-02,015,Del Norte County,0.0
2020-02-02,049,Modoc County,0.0
2020-02-02,019,Fresno County,0.0
2020-02-02,039,Madera County,0.0
2020-02-02,085,Santa Clara County,1.0
2020-02-02,103,Tehama County,0.0
2020-02-02,077,San Joaquin County,0.0
2020-02-02,001,Alameda County,0.0
2020-02-02,057,Nevada County,0.0
2020-02-02,007,Butte County,0.0
2020-02-02,047,Merced County,0.0
2020-02-02,107,Tulare County,0.0
2020-02-02,099,Stanislaus County,0.0
2020-02-02,059,Orange County,0.0
2020-02-02,025,Imperial County,0.0
2020-02-02,101,Sutter County,0.0
2020-02-02,005,Amador County,0.0
2020-02-02,033,Lake County,0.0
2020-02-02,063,Plumas County,0.0
2020-02-02,081,San Mateo County,0.0
2020-02-02,093,Siskiyou County,0.0
2020-02-02,087,Santa Cruz County,0.0
2020-02-02,021,Glenn County,0.0
2020-02-02,079,San Luis Obispo County,0.0
2020-02-03,091,Sierra County,0.0
2020-02-03,067,Sacramento County,0.0
2020-02-03,083,Santa Barbara County,0.0
2020-02-03,009,Calaveras County,0.0
2020-02-03,111,Ventura County,0.0
2020-02-03,037,Los Angeles County,0.0
2020-02-03,097,Sonoma County,0.0
2020-02-03,031,Kings County,0.0
2020-02-03,073,San Diego County,0.0
2020-02-03,061,Placer County,0.0
2020-02-03,075,San Francisco County,0.0
2020-02-03,041,Marin County,0.0
2020-02-03,043,Mariposa County,0.0
2020-02-03,035,Lassen County,0.0
2020-02-03,055,Napa County,0.0
2020-02-03,089,Shasta County,0.0
2020-02-03,053,Monterey County,0.0
2020-02-03,105,Trinity County,0.0
2020-02-03,045,Mendocino County,0.0
2020-02-03,027,Inyo County,0.0
2020-02-03,051,Mono County,0.0
2020-02-03,109,Tuolumne County,0.0
2020-02-03,095,Solano County,0.0
2020-02-03,071,San Bernardino County,0.0
2020-02-03,013,Contra Costa County,0.0
2020-02-03,003,Alpine County,0.0
2020-02-03,017,El Dorado County,0.0
2020-02-03,113,Yolo County,0.0
2020-02-03,115,Yuba County,0.0
2020-02-03,069,San Benito County,0.0
2020-02-03,023,Humboldt County,0.0
2020-02-03,065,Riverside County,0.0
2020-02-03,029,Kern County,0.0
2020-02-03,011,Colusa County,0.0
2020-02-03,015,Del Norte County,0.0
2020-02-03,049,Modoc County,0.0
2020-02-03,019,Fresno County,0.0
2020-02-03,039,Madera County,0.0
2020-02-03,085,Santa Clara County,0.0
2020-02-03,103,Tehama County,0.0
2020-02-03,077,San Joaquin County,0.0
2020-02-03,001,Alameda County,0.0
2020-02-03,057,Nevada County,0.0
2020-02-03,007,Butte County,0.0
2020-02-03,047,Merced County,0.0
2020-02-03,107,Tulare County,0.0
2020-02-03,099,Stanislaus County,0.0
2020-02-03,059,Orange County,0.0
2020-02-03,025,Imperial County,0.0
2020-02-03,101,Sutter County,0.0
2020-02-03,005,Amador County,0.0
2020-02-03,033,Lake County,0.0
2020-02-03,063,Plumas County,0.0
2020-02-03,081,San Mateo County,0.0
2020-02-03,093,Siskiyou County,0.0
2020-02-03,087,Santa Cruz County,0.0
2020-02-03,021,Glenn County,0.0
2020-02-03,079,San Luis Obispo County,0.0
2020-02-04,091,Sierra County,0.0
2020-02-04,067,Sacramento County,0.0
2020-02-04,083,Santa Barbara County,0.0
2020-02-04,009,Calaveras County,0.0
2020-02-04,111,Ventura County,0.0
2020-02-04,037,Los Angeles County,0.0
2020-02-04,097,Sonoma County,0.0
2020-02-04,031,Kings County,0.0
2020-02-04,073,San Diego County,0.0
2020-02-04,061,Placer County,0.0
2020-02-04,075,San Francisco County,0.0
2020-02-04,041,Marin County,0.0
2020-02-04,043,Mariposa County,0.0
2020-02-04,035,Lassen County,0.0
2020-02-04,055,Napa County,0.0
2020-02-04,089,Shasta County,0.0
2020-02-04,053,Monterey County,0.0
2020-02-04,105,Trinity County,0.0
2020-02-04,045,Mendocino County,0.0
2020-02-04,027,Inyo County,0.0
2020-02-04,051,Mono County,0.0
2020-02-04,109,Tuolumne County,0.0
2020-02-04,095,Solano County,0.0
2020-02-04,071,San Bernardino County,0.0
2020-02-04,013,Contra Costa County,0.0
2020-02-04,003,Alpine County,0.0
2020-02-04,017,El Dorado County,0.0
2020-02-04,113,Yolo County,0.0
2020-02-04,115,Yuba County,0.0
2020-02-04,069,San Benito County,0.0
2020-02-04,023,Humboldt County,0.0
2020-02-04,065,Riverside County,0.0
2020-02-04,029,Kern County,0.0
2020-02-04,011,Colusa County,0.0
2020-02-04,015,Del Norte County,0.0
2020-02-04,049,Modoc County,0.0
2020-02-04,019,Fresno County,0.0
2020-02-04,039,Madera County,0.0
2020-02-04,085,Santa Clara County,0.0
2020-02-04,103,Tehama County,0.0
2020-02-04,077,San Joaquin County,0.0
2020-02-04,001,Alameda County,0.0
2020-02-04,057,Nevada County,0.0
2020-02-04,007,Butte County,0.0
2020-02-04,047,Merced County,0.0
2020-02-04,107,Tulare County,0.0
2020-02-04,099,Stanislaus County,0.0
2020-02-04,059,Orange County,0.0
2020-02-04,025,Imperial County,0.0
2020-02-04,101,Sutter County,0.0
2020-02-04,005,Amador County,0.0
2020-02-04,033,Lake County,0.0
2020-02-04,063,Plumas County,0.0
2020-02-04,081,San Mateo County,0.0
2020-02-04,093,Siskiyou County,0.0
2020-02-04,087,Santa Cruz County,0.0
2020-02-04,021,Glenn County,0.0
2020-02-04,079,San Luis Obispo County,0.0
2020-02-05,091,Sierra County,0.0
2020-02-05,067,Sacramento County,0.0
2020-02-05,083,Santa Barbara County,0.0
2020-02-05,009,Calaveras County,0.0
2020-02-05,111,Ventura County,0.0
2020-02-05,037,Los Angeles County,0.0
2020-02-05,097,Sonoma County,0.0
2020-02-05,031,Kings County,0.0
2020-02-05,073,San Diego County,0.0
2020-02-05,061,Placer County,0.0
2020-02-05,075,San Francisco County,0.0
2020-02-05,041,Marin County,0.0
2020-02-05,043,Mariposa County,0.0
2020-02-05,035,Lassen County,0.0
2020-02-05,055,Napa County,0.0
2020-02-05,089,Shasta County,0.0
2020-02-05,053,Monterey County,0.0
2020-02-05,105,Trinity County,0.0
2020-02-05,045,Mendocino County,0.0
2020-02-05,027,Inyo County,0.0
2020-02-05,051,Mono County,0.0
2020-02-05,109,Tuolumne County,0.0
2020-02-05,095,Solano County,0.0
2020-02-05,071,San Bernardino County,0.0
2020-02-05,013,Contra Costa County,0.0
2020-02-05,003,Alpine County,0.0
2020-02-05,017,El Dorado County,0.0
2020-02-05,113,Yolo County,0.0
2020-02-05,115,Yuba County,0.0
2020-02-05,069,San Benito County,0.0
2020-02-05,023,Humboldt County,0.0
2020-02-05,065,Riverside County,0.0
2020-02-05,029,Kern County,0.0
2020-02-05,011,Colusa County,0.0
2020-02-05,015,Del Norte County,0.0
2020-02-05,049,Modoc County,0.0
2020-02-05,019,Fresno County,0.0
2020-02-05,039,Madera County,0.0
2020-02-05,085,Santa Clara County,0.0
2020-02-05,103,Tehama County,0.0
2020-02-05,077,San Joaquin County,0.0
2020-02-05,001,Alameda County,0.0
2020-02-05,057,Nevada County,0.0
2020-02-05,007,Butte County,0.0
2020-02-05,047,Merced County,0.0
2020-02-05,107,Tulare County,0.0
2020-02-05,099,Stanislaus County,0.0
2020-02-05,059,Orange County,0.0
2020-02-05,025,Imperial County,0.0
2020-02-05,101,Sutter County,0.0
2020-02-05,005,Amador County,0.0
2020-02-05,033,Lake County,0.0
2020-02-05,063,Plumas County,0.0
2020-02-05,081,San Mateo County,0.0
2020-02-05,093,Siskiyou County,0.0
2020-02-05,087,Santa Cruz County,0.0
2020-02-05,021,Glenn County,0.0
2020-02-05,079,San Luis Obispo County,0.0
2020-02-06,091,Sierra County,0.0
2020-02-06,067,Sacramento County,0.0
2020-02-06,083,Santa Barbara County,0.0
2020-02-06,009,Calaveras County,0.0
2020-02-06,111,Ventura County,0.0
2020-02-06,037,Los Angeles County,0.0
2020-02-06,097,Sonoma County,0.0
2020-02-06,031,Kings County,0.0
2020-02-06,073,San Diego County,0.0
2020-02-06,061,Placer County,0.0
2020-02-06,075,San Francisco County,0.0
2020-02-06,041,Marin County,0.0
2020-02-06,043,Mariposa County,0.0
2020-02-06,035,Lassen County,0.0
2020-02-06,055,Napa County,0.0
2020-02-06,089,Shasta County,0.0
2020-02-06,053,Monterey County,0.0
2020-02-06,105,Trinity County,0.0
2020-02-06,045,Mendocino County,0.0
2020-02-06,027,Inyo County,0.0
2020-02-06,051,Mono County,0.0
2020-02-06,109,Tuolumne County,0.0
2020-02-06,095,Solano County,1.0
2020-02-06,071,San Bernardino County,0.0
2020-02-06,013,Contra Costa County,0.0
2020-02-06,003,Alpine County,0.0
2020-02-06,017,El Dorado County,0.0
2020-02-06,113,Yolo County,0.0
2020-02-06,115,Yuba County,0.0
2020-02-06,069,San Benito County,0.0
2020-02-06,023,Humboldt County,0.0
2020-02-06,065,Riverside County,0.0
2020-02-06,029,Kern County,0.0
2020-02-06,011,Colusa County,0.0
2020-02-06,015,Del Norte County,0.0
2020-02-06,049,Modoc County,0.0
2020-02-06,019,Fresno County,0.0
2020-02-06,039,Madera County,0.0
2020-02-06,085,Santa Clara County,0.0
2020-02-06,103,Tehama County,0.0
2020-02-06,077,San Joaquin County,0.0
2020-02-06,001,Alameda County,0.0
2020-02-06,057,Nevada County,0.0
2020-02-06,007,Butte County,0.0
2020-02-06,047,Merced County,0.0
2020-02-06,107,Tulare County,0.0
2020-02-06,099,Stanislaus County,0.0
2020-02-06,059,Orange County,0.0
2020-02-06,025,Imperial County,0.0
2020-02-06,101,Sutter County,0.0
2020-02-06,005,Amador County,0.0
2020-02-06,033,Lake County,0.0
2020-02-06,063,Plumas County,0.0
2020-02-06,081,San Mateo County,0.0
2020-02-06,093,Siskiyou County,0.0
2020-02-06,087,Santa Cruz County,0.0
2020-02-06,021,Glenn County,0.0
2020-02-06,079,San Luis Obispo County,0.0
2020-02-07,091,Sierra County,0.0
2020-02-07,067,Sacramento County,0.0
2020-02-07,083,Santa Barbara County,0.0
2020-02-07,009,Calaveras County,0.0
2020-02-07,111,Ventura County,0.0
2020-02-07,037,Los Angeles County,0.0
2020-02-07,097,Sonoma County,0.0
2020-02-07,031,Kings County,0.0
2020-02-07,073,San Diego County,0.0
2020-02-07,061,Placer County,0.0
2020-02-07,075,San Francisco County,0.0
2020-02-07,041,Marin County,0.0
2020-02-07,043,Mariposa County,0.0
2020-02-07,035,Lassen County,0.0
2020-02-07,055,Napa County,0.0
2020-02-07,089,Shasta County,0.0
2020-02-07,053,Monterey County,0.0
2020-02-07,105,Trinity County,0.0
2020-02-07,045,Mendocino County,0.0
2020-02-07,027,Inyo County,0.0
2020-02-07,051,Mono County,0.0
2020-02-07,109,Tuolumne County,0.0
2020-02-07,095,Solano County,0.0
2020-02-07,071,San Bernardino County,0.0
2020-02-07,013,Contra Costa County,0.0
2020-02-07,003,Alpine County,0.0
2020-02-07,017,El Dorado County,0.0
2020-02-07,113,Yolo County,0.0
2020-02-07,115,Yuba County,0.0
2020-02-07,069,San Benito County,0.0
2020-02-07,023,Humboldt County,0.0
2020-02-07,065,Riverside County,0.0
2020-02-07,029,Kern County,0.0
2020-02-07,011,Colusa County,0.0
2020-02-07,015,Del Norte County,0.0
2020-02-07,049,Modoc County,0.0
2020-02-07,019,Fresno County,0.0
2020-02-07,039,Madera County,0.0
2020-02-07,085,Santa Clara County,0.0
2020-02-07,103,Tehama County,0.0
2020-02-07,077,San Joaquin County,0.0
2020-02-07,001,Alameda County,0.0
2020-02-07,057,Nevada County,0.0
2020-02-07,007,Butte County,0.0
2020-02-07,047,Merced County,0.0
2020-02-07,107,Tulare County,0.0
2020-02-07,099,Stanislaus County,0.0
2020-02-07,059,Orange County,0.0
2020-02-07,025,Imperial County,0.0
2020-02-07,101,Sutter County,0.0
2020-02-07,005,Amador County,0.0
2020-02-07,033,Lake County,0.0
2020-02-07,063,Plumas County,0.0
2020-02-07,081,San Mateo County,0.0
2020-02-07,093,Siskiyou County,0.0
2020-02-07,087,Santa Cruz County,0.0
2020-02-07,021,Glenn County,0.0
2020-02-07,079,San Luis Obispo County,0.0
2020-02-08,091,Sierra County,0.0
2020-02-08,067,Sacramento County,0.0
2020-02-08,083,Santa Barbara County,0.0
2020-02-08,009,Calaveras County,0.0
2020-02-08,111,Ventura County,0.0
2020-02-08,037,Los Angeles County,0.0
2020-02-08,097,Sonoma County,0.0
2020-02-08,031,Kings County,0.0
2020-02-08,073,San Diego County,0.0
2020-02-08,061,Placer County,0.0
2020-02-08,075,San Francisco County,0.0
2020-02-08,041,Marin County,0.0
2020-02-08,043,Mariposa County,0.0
2020-02-08,035,Lassen County,0.0
2020-02-08,055,Napa County,0.0
2020-02-08,089,Shasta County,0.0
2020-02-08,053,Monterey County,0.0
2020-02-08,105,Trinity County,0.0
2020-02-08,045,Mendocino County,0.0
2020-02-08,027,Inyo County,0.0
2020-02-08,051,Mono County,0.0
2020-02-08,109,Tuolumne County,0.0
2020-02-08,095,Solano County,0.0
2020-02-08,071,San Bernardino County,0.0
2020-02-08,013,Contra Costa County,0.0
2020-02-08,003,Alpine County,0.0
2020-02-08,017,El Dorado County,0.0
2020-02-08,113,Yolo County,0.0
2020-02-08,115,Yuba County,0.0
2020-02-08,069,San Benito County,0.0
2020-02-08,023,Humboldt County,0.0
2020-02-08,065,Riverside County,0.0
2020-02-08,029,Kern County,0.0
2020-02-08,011,Colusa County,0.0
2020-02-08,015,Del Norte County,0.0
2020-02-08,049,Modoc County,0.0
2020-02-08,019,Fresno County,0.0
2020-02-08,039,Madera County,0.0
2020-02-08,085,Santa Clara County,0.0
2020-02-08,103,Tehama County,0.0
2020-02-08,077,San Joaquin County,0.0
2020-02-08,001,Alameda County,0.0
2020-02-08,057,Nevada County,0.0
2020-02-08,007,Butte County,0.0
2020-02-08,047,Merced County,0.0
2020-02-08,107,Tulare County,0.0
2020-02-08,099,Stanislaus County,0.0
2020-02-08,059,Orange County,0.0
2020-02-08,025,Imperial County,0.0
2020-02-08,101,Sutter County,0.0
2020-02-08,005,Amador County,0.0
2020-02-08,033,Lake County,0.0
2020-02-08,063,Plumas County,0.0
2020-02-08,081,San Mateo County,0.0
2020-02-08,093,Siskiyou County,0.0
2020-02-08,087,Santa Cruz County,0.0
2020-02-08,021,Glenn County,0.0
2020-02-08,079,San Luis Obispo County,0.0
2020-02-09,091,Sierra County,0.0
2020-02-09,067,Sacramento County,0.0
2020-02-09,083,Santa Barbara County,0.0
2020-02-09,009,Calaveras County,0.0
2020-02-09,111,Ventura County,0.0
2020-02-09,037,Los Angeles County,0.0
2020-02-09,097,Sonoma County,0.0
2020-02-09,031,Kings County,0.0
2020-02-09,073,San Diego County,0.0
2020-02-09,061,Placer County,0.0
2020-02-09,075,San Francisco County,0.0
2020-02-09,041,Marin County,0.0
2020-02-09,043,Mariposa County,0.0
2020-02-09,035,Lassen County,0.0
2020-02-09,055,Napa County,0.0
2020-02-09,089,Shasta County,0.0
2020-02-09,053,Monterey County,0.0
2020-02-09,105,Trinity County,0.0
2020-02-09,045,Mendocino County,0.0
2020-02-09,027,Inyo County,0.0
2020-02-09,051,Mono County,0.0
2020-02-09,109,Tuolumne County,0.0
2020-02-09,095,Solano County,0.0
2020-02-09,071,San Bernardino County,0.0
2020-02-09,013,Contra Costa County,0.0
2020-02-09,003,Alpine County,0.0
2020-02-09,017,El Dorado County,0.0
2020-02-09,113,Yolo County,0.0
2020-02-09,115,Yuba County,0.0
2020-02-09,069,San Benito County,0.0
2020-02-09,023,Humboldt County,0.0
2020-02-09,065,Riverside County,0.0
2020-02-09,029,Kern County,0.0
2020-02-09,011,Colusa County,0.0
2020-02-09,015,Del Norte County,0.0
2020-02-09,049,Modoc County,0.0
2020-02-09,019,Fresno County,0.0
2020-02-09,039,Madera County,0.0
2020-02-09,085,Santa Clara County,0.0
2020-02-09,103,Tehama County,0.0
2020-02-09,077,San Joaquin County,0.0
2020-02-09,001,Alameda County,0.0
2020-02-09,057,Nevada County,0.0
2020-02-09,007,Butte County,0.0
2020-02-09,047,Merced County,0.0
2020-02-09,107,Tulare County,0.0
2020-02-09,099,Stanislaus County,0.0
2020-02-09,059,Orange County,0.0
2020-02-09,025,Imperial County,0.0
2020-02-09,101,Sutter County,0.0
2020-02-09,005,Amador County,0.0
2020-02-09,033,Lake County,0.0
2020-02-09,063,Plumas County,0.0
2020-02-09,081,San Mateo County,0.0
2020-02-09,093,Siskiyou County,0.0
2020-02-09,087,Santa Cruz County,0.0
2020-02-09,021,Glenn County,0.0
2020-02-09,079,San Luis Obispo County,0.0
2020-02-10,091,Sierra County,0.0
2020-02-10,067,Sacramento County,0.0
2020-02-10,083,Santa Barbara County,0.0
2020-02-10,009,Calaveras County,0.0
2020-02-10,111,Ventura County,0.0
2020-02-10,037,Los Angeles County,0.0
2020-02-10,097,Sonoma County,0.0
2020-02-10,031,Kings County,0.0
2020-02-10,073,San Diego County,0.0
2020-02-10,061,Placer County,0.0
2020-02-10,075,San Francisco County,0.0
2020-02-10,041,Marin County,0.0
2020-02-10,043,Mariposa County,0.0
2020-02-10,035,Lassen County,0.0
2020-02-10,055,Napa County,0.0
2020-02-10,089,Shasta County,0.0
2020-02-10,053,Monterey County,0.0
2020-02-10,105,Trinity County,0.0
2020-02-10,045,Mendocino County,0.0
2020-02-10,027,Inyo County,0.0
2020-02-10,051,Mono County,0.0
2020-02-10,109,Tuolumne County,0.0
2020-02-10,095,Solano County,0.0
2020-02-10,071,San Bernardino County,0.0
2020-02-10,013,Contra Costa County,0.0
2020-02-10,003,Alpine County,0.0
2020-02-10,017,El Dorado County,0.0
2020-02-10,113,Yolo County,0.0
2020-02-10,115,Yuba County,0.0
2020-02-10,069,San Benito County,0.0
2020-02-10,023,Humboldt County,0.0
2020-02-10,065,Riverside County,0.0
2020-02-10,029,Kern County,0.0
2020-02-10,011,Colusa County,0.0
2020-02-10,015,Del Norte County,0.0
2020-02-10,049,Modoc County,0.0
2020-02-10,019,Fresno County,0.0
2020-02-10,039,Madera County,0.0
2020-02-10,085,Santa Clara County,0.0
2020-02-10,103,Tehama County,0.0
2020-02-10,077,San Joaquin County,0.0
2020-02-10,001,Alameda County,0.0
2020-02-10,057,Nevada County,0.0
2020-02-10,007,Butte County,0.0
2020-02-10,047,Merced County,0.0
2020-02-10,107,Tulare County,0.0
2020-02-10,099,Stanislaus County,0.0
2020-02-10,059,Orange County,0.0
2020-02-10,025,Imperial County,0.0
2020-02-10,101,Sutter County,0.0
2020-02-10,005,Amador County,0.0
2020-02-10,033,Lake County,0.0
2020-02-10,063,Plumas County,0.0
2020-02-10,081,San Mateo County,0.0
2020-02-10,093,Siskiyou County,0.0
2020-02-10,087,Santa Cruz County,0.0
2020-02-10,021,Glenn County,0.0
2020-02-10,079,San Luis Obispo County,0.0
2020-02-11,091,Sierra County,0.0
2020-02-11,067,Sacramento County,0.0
2020-02-11,083,Santa Barbara County,0.0
2020-02-11,009,Calaveras County,0.0
2020-02-11,111,Ventura County,0.0
2020-02-11,037,Los Angeles County,0.0
2020-02-11,097,Sonoma County,0.0
2020-02-11,031,Kings County,0.0
2020-02-11,073,San Diego County,1.0
2020-02-11,061,Placer County,0.0
2020-02-11,075,San Francisco County,0.0
2020-02-11,041,Marin County,0.0
2020-02-11,043,Mariposa County,0.0
2020-02-11,035,Lassen County,0.0
2020-02-11,055,Napa County,0.0
2020-02-11,089,Shasta County,0.0
2020-02-11,053,Monterey County,0.0
2020-02-11,105,Trinity County,0.0
2020-02-11,045,Mendocino County,0.0
2020-02-11,027,Inyo County,0.0
2020-02-11,051,Mono County,0.0
2020-02-11,109,Tuolumne County,0.0
2020-02-11,095,Solano County,0.0
2020-02-11,071,San Bernardino County,0.0
2020-02-11,013,Contra Costa County,0.0
2020-02-11,003,Alpine County,0.0
2020-02-11,017,El Dorado County,0.0
2020-02-11,113,Yolo County,0.0
2020-02-11,115,Yuba County,0.0
2020-02-11,069,San Benito County,0.0
2020-02-11,023,Humboldt County,0.0
2020-02-11,065,Riverside County,0.0
2020-02-11,029,Kern County,0.0
2020-02-11,011,Colusa County,0.0
2020-02-11,015,Del Norte County,0.0
2020-02-11,049,Modoc County,0.0
2020-02-11,019,Fresno County,0.0
2020-02-11,039,Madera County,0.0
2020-02-11,085,Santa Clara County,0.0
2020-02-11,103,Tehama County,0.0
2020-02-11,077,San Joaquin County,0.0
2020-02-11,001,Alameda County,0.0
2020-02-11,057,Nevada County,0.0
2020-02-11,007,Butte County,0.0
2020-02-11,047,Merced County,0.0
2020-02-11,107,Tulare County,0.0
2020-02-11,099,Stanislaus County,0.0
2020-02-11,059,Orange County,0.0
2020-02-11,025,Imperial County,0.0
2020-02-11,101,Sutter County,0.0
2020-02-11,005,Amador County,0.0
2020-02-11,033,Lake County,0.0
2020-02-11,063,Plumas County,0.0
2020-02-11,081,San Mateo County,0.0
2020-02-11,093,Siskiyou County,0.0
2020-02-11,087,Santa Cruz County,0.0
2020-02-11,021,Glenn County,0.0
2020-02-11,079,San Luis Obispo County,0.0
2020-02-12,091,Sierra County,0.0
2020-02-12,067,Sacramento County,0.0
2020-02-12,083,Santa Barbara County,0.0
2020-02-12,009,Calaveras County,0.0
2020-02-12,111,Ventura County,0.0
2020-02-12,037,Los Angeles County,0.0
2020-02-12,097,Sonoma County,0.0
2020-02-12,031,Kings County,0.0
2020-02-12,073,San Diego County,1.0
2020-02-12,061,Placer County,0.0
2020-02-12,075,San Francisco County,0.0
2020-02-12,041,Marin County,0.0
2020-02-12,043,Mariposa County,0.0
2020-02-12,035,Lassen County,0.0
2020-02-12,055,Napa County,0.0
2020-02-12,089,Shasta County,0.0
2020-02-12,053,Monterey County,0.0
2020-02-12,105,Trinity County,0.0
2020-02-12,045,Mendocino County,0.0
2020-02-12,027,Inyo County,0.0
2020-02-12,051,Mono County,0.0
2020-02-12,109,Tuolumne County,0.0
2020-02-12,095,Solano County,0.0
2020-02-12,071,San Bernardino County,0.0
2020-02-12,013,Contra Costa County,0.0
2020-02-12,003,Alpine County,0.0
2020-02-12,017,El Dorado County,0.0
2020-02-12,113,Yolo County,0.0
2020-02-12,115,Yuba County,0.0
2020-02-12,069,San Benito County,0.0
2020-02-12,023,Humboldt County,0.0
2020-02-12,065,Riverside County,0.0
2020-02-12,029,Kern County,0.0
2020-02-12,011,Colusa County,0.0
2020-02-12,015,Del Norte County,0.0
2020-02-12,049,Modoc County,0.0
2020-02-12,019,Fresno County,0.0
2020-02-12,039,Madera County,0.0
2020-02-12,085,Santa Clara County,0.0
2020-02-12,103,Tehama County,0.0
2020-02-12,077,San Joaquin County,0.0
2020-02-12,001,Alameda County,0.0
2020-02-12,057,Nevada County,0.0
2020-02-12,007,Butte County,0.0
2020-02-12,047,Merced County,0.0
2020-02-12,107,Tulare County,0.0
2020-02-12,099,Stanislaus County,0.0
2020-02-12,059,Orange County,0.0
2020-02-12,025,Imperial County,0.0
2020-02-12,101,Sutter County,0.0
2020-02-12,005,Amador County,0.0
2020-02-12,033,Lake County,0.0
2020-02-12,063,Plumas County,0.0
2020-02-12,081,San Mateo County,0.0
2020-02-12,093,Siskiyou County,0.0
2020-02-12,087,Santa Cruz County,0.0
2020-02-12,021,Glenn County,0.0
2020-02-12,079,San Luis Obispo County,0.0
2020-02-13,091,Sierra County,0.0
2020-02-13,067,Sacramento County,0.0
2020-02-13,083,Santa Barbara County,0.0
2020-02-13,009,Calaveras County,0.0
2020-02-13,111,Ventura County,0.0
2020-02-13,037,Los Angeles County,0.0
2020-02-13,097,Sonoma County,0.0
2020-02-13,031,Kings County,0.0
2020-02-13,073,San Diego County,0.0
2020-02-13,061,Placer County,0.0
2020-02-13,075,San Francisco County,0.0
2020-02-13,041,Marin County,0.0
2020-02-13,043,Mariposa County,0.0
2020-02-13,035,Lassen County,0.0
2020-02-13,055,Napa County,0.0
2020-02-13,089,Shasta County,0.0
2020-02-13,053,Monterey County,0.0
2020-02-13,105,Trinity County,0.0
2020-02-13,045,Mendocino County,0.0
2020-02-13,027,Inyo County,0.0
2020-02-13,051,Mono County,0.0
2020-02-13,109,Tuolumne County,0.0
2020-02-13,095,Solano County,0.0
2020-02-13,071,San Bernardino County,0.0
2020-02-13,013,Contra Costa County,0.0
2020-02-13,003,Alpine County,0.0
2020-02-13,017,El Dorado County,0.0
2020-02-13,113,Yolo County,0.0
2020-02-13,115,Yuba County,0.0
2020-02-13,069,San Benito County,0.0
2020-02-13,023,Humboldt County,0.0
2020-02-13,065,Riverside County,0.0
2020-02-13,029,Kern County,0.0
2020-02-13,011,Colusa County,0.0
2020-02-13,015,Del Norte County,0.0
2020-02-13,049,Modoc County,0.0
2020-02-13,019,Fresno County,0.0
2020-02-13,039,Madera County,0.0
2020-02-13,085,Santa Clara County,0.0
2020-02-13,103,Tehama County,0.0
2020-02-13,077,San Joaquin County,0.0
2020-02-13,001,Alameda County,0.0
2020-02-13,057,Nevada County,0.0
2020-02-13,007,Butte County,0.0
2020-02-13,047,Merced County,0.0
2020-02-13,107,Tulare County,0.0
2020-02-13,099,Stanislaus County,0.0
2020-02-13,059,Orange County,0.0
2020-02-13,025,Imperial County,0.0
2020-02-13,101,Sutter County,0.0
2020-02-13,005,Amador County,0.0
2020-02-13,033,Lake County,0.0
2020-02-13,063,Plumas County,0.0
2020-02-13,081,San Mateo County,0.0
2020-02-13,093,Siskiyou County,0.0
2020-02-13,087,Santa Cruz County,0.0
2020-02-13,021,Glenn County,0.0
2020-02-13,079,San Luis Obispo County,0.0
2020-02-14,091,Sierra County,0.0
2020-02-14,067,Sacramento County,0.0
2020-02-14,083,Santa Barbara County,0.0
2020-02-14,009,Calaveras County,0.0
2020-02-14,111,Ventura County,0.0
2020-02-14,037,Los Angeles County,0.0
2020-02-14,097,Sonoma County,0.0
2020-02-14,031,Kings County,0.0
2020-02-14,073,San Diego County,0.0
2020-02-14,061,Placer County,0.0
2020-02-14,075,San Francisco County,0.0
2020-02-14,041,Marin County,0.0
2020-02-14,043,Mariposa County,0.0
2020-02-14,035,Lassen County,0.0
2020-02-14,055,Napa County,0.0
2020-02-14,089,Shasta County,0.0
2020-02-14,053,Monterey County,0.0
2020-02-14,105,Trinity County,0.0
2020-02-14,045,Mendocino County,0.0
2020-02-14,027,Inyo County,0.0
2020-02-14,051,Mono County,0.0
2020-02-14,109,Tuolumne County,0.0
2020-02-14,095,Solano County,0.0
2020-02-14,071,San Bernardino County,0.0
2020-02-14,013,Contra Costa County,0.0
2020-02-14,003,Alpine County,0.0
2020-02-14,017,El Dorado County,0.0
2020-02-14,113,Yolo County,0.0
2020-02-14,115,Yuba County,0.0
2020-02-14,069,San Benito County,0.0
2020-02-14,023,Humboldt County,0.0
2020-02-14,065,Riverside County,0.0
2020-02-14,029,Kern County,0.0
2020-02-14,011,Colusa County,0.0
2020-02-14,015,Del Norte County,0.0
2020-02-14,049,Modoc County,0.0
2020-02-14,019,Fresno County,0.0
2020-02-14,039,Madera County,0.0
2020-02-14,085,Santa Clara County,0.0
2020-02-14,103,Tehama County,0.0
2020-02-14,077,San Joaquin County,0.0
2020-02-14,001,Alameda County,0.0
2020-02-14,057,Nevada County,0.0
2020-02-14,007,Butte County,0.0
2020-02-14,047,Merced County,0.0
2020-02-14,107,Tulare County,0.0
2020-02-14,099,Stanislaus County,0.0
2020-02-14,059,Orange County,0.0
2020-02-14,025,Imperial County,0.0
