fips,county,state,date,cases,deaths,data_input_date,edited,source,notes
06053,​Monterey,California,4/26/2020,183,4,4/26/2020,,https://www.co.monterey.ca.us/government/departments-a-h/health/diseases/2019-novel-coronavirus-2019-ncov/2019-novel-coronavirus-2019-ncov-local-data,
06055,​Napa,California,4/26/2020,60,2,4/26/2020,,https://legacy.livestories.com/s/v2/coronavirus-report-for-napa-county-ca/9065d62d-f5a6-445f-b2a9-b7cf30b846dd/,
06057,​Nevada,California,4/26/2020,37,1,4/26/2020,,https://www.mynevadacounty.com/2924/Coronavirus,
06059,​Orange,California,4/26/2020,"2,074",39,4/26/2020,,https://occovid19.ochealthinfo.com/coronavirus-in-oc,
06061,​Placer,California,4/26/2020,141,8,4/26/2020,,https://www.placer.ca.gov/6448/Cases-in-Placer,
06063,​Plumas,California,4/26/2020,4,0,4/26/2020,,https://www.plumascounty.us/2669/Novel-Coronavirus-2019-COVID-19,
06065,​Riverside,California,4/26/2020,"3,563",118,4/26/2020,,https://www.rivcoph.org/coronavirus,
06067,​Sacramento,California,4/26/2020,"1,037",41,4/26/2020,,https://www.saccounty.net/COVID-19/Pages/default.aspx,
06069,​San Benito,California,4/26/2020,47,2,4/26/2020,,https://cosb.maps.arcgis.com/apps/opsdashboard/index.html#/1b049e2ea65043baafcf5361b5b07ddd,
06071,​San Bernardino,California,4/26/2020,"1,751",82,4/26/2020,,https://sbcph.maps.arcgis.com/apps/opsdashboard/index.html#/44bb35c804c44c8281da6d82ee602dff,
06073,​San Diego,California,4/26/2020,"3,043",111,4/26/2020,,https://www.sandiegocounty.gov/content/sdc/hhsa/programs/phs/community_epidemiology/dc/2019-nCoV/status.html#Table,
06075,​San Francisco,California,4/26/2020,"1,408",22,4/26/2020,,https://www.sfdph.org/dph/alerts/coronavirus.asp,
06077,​San Joaquin,California,4/26/2020,523,25,4/26/2020,,http://www.sjcphs.org/,
06079,San Luis Obispo​,California,4/26/2020,166,1,4/26/2020,,https://www.emergencyslo.org/en/positive-case-details.aspx,
06081,San Mateo,California,4/26/2020,"1,019",41,4/26/2020,,https://www.smchealth.org/post/san-mateo-county-covid-19-data-1,
06083,​Santa Barbara,California,4/26/2020,471,7,4/26/2020,,https://publichealthsbc.org/status-reports/,
06085,​Santa Clara,California,4/26/2020,"2,084",100,4/26/2020,,https://www.sccgov.org/sites/phd/DiseaseInformation/novel-coronavirus/Pages/dashboard.aspx,
06087,Santa Cruz​,California,4/26/2020,120,2,4/26/2020,,https://www.santacruzhealth.org/HSAHome/HSADivisions/PublicHealth/CommunicableDiseaseControl/Coronavirus.aspx,
06089,​Shasta,California,4/26/2020,30,4,4/26/2020,,https://www.co.shasta.ca.us/index/hhsa/health-safety/current-heath-concerns/coronavirus,
06091,​Sierra,California,4/26/2020,0,0,4/26/2020,,http://sierracounty.ca.gov/582/Coronavirus-COVID-19,
06093,​Siskiyou,California,4/26/2020,5,0,4/26/2020,,https://www.co.siskiyou.ca.us/publichealth,
06095,​Solano,California,4/26/2020,199,4,4/26/2020,,https://doitgis.maps.arcgis.com/apps/opsdashboard/index.html#/6c83d8b0a564467a829bfa875e7437d8,
06097,​Sonoma,California,4/26/2020,220,2,4/26/2020,,https://socoemergency.org/emergency/novel-coronavirus/novel-coronavirus-in-sonoma-county/,
06099,​Stanislaus,California,4/26/2020,294,5,4/26/2020,,http://www.schsa.org/PublicHealth/pages/corona-virus/,
06101,​Sutter,California,4/26/2020,29,2,4/26/2020,,https://www.suttercounty.org/doc/government/depts/cao/em/coronavirus,
06103,​Tehama,California,4/26/2020,1,1,4/26/2020,,https://www.tehamacohealthservices.net/services/communicable-diseases/#current-events,
06105,​Trinity,California,4/26/2020,0,0,4/26/2020,,https://www.trinitycounty.org/Public-Health,
06107,​Tulare,California,4/26/2020,504,32,4/26/2020,,https://tchhsa.org/eng/index.cfm/public-health/covid-19-updates-novel-coronavirus/,
06109,​Tuolumne,California,4/26/2020,3,0,4/26/2020,,https://www.tuolumnecounty.ca.gov/250/Public-Health,
06111,​Ventura,California,4/26/2020,497,17,4/26/2020,,https://www.vcemergency.com/,
06113,​Yolo,California,4/26/2020,161,14,4/26/2020,,https://www.yolocounty.org/health-human-services/adults/communicable-disease-investigation-and-control/novel-coronavirus-2019/dashboard-and-documents,
06115,Yuba,California,4/26/2020,16,1,4/26/2020,,https://www.yuba.org/coronavirus/,
06001,​Alameda​,California,4/25/2020,"1,439",52,4/25/2020,,https://ac-hcsa.maps.arcgis.com/apps/opsdashboard/index.html#/948c67558cff414dbbee1a78fcbab1c9,
06003,​Alpine,California,4/25/2020,1,0,4/25/2020,,http://alpinecountyca.gov/Index.aspx?NID=516,
06005,​Amador,California,4/25/2020,8,0,4/25/2020,,https://www.amadorgov.org/services/public-health,
06007,​Butte,California,4/25/2020,16,0,4/25/2020,,http://www.buttecounty.net/publichealth/Home/fbclid/IwAR3fSGcPIbTuP9oMALIinPe68ft2E_vscQm2hDlGwwyilvdXog7KZwY9vTw,
06009,​Calaveras,California,4/25/2020,13,0,4/25/2020,,https://covid19.calaverasgov.us/,
06011,​Colusa,California,4/25/2020,3,0,4/25/2020,,http://www.countyofcolusa.org/99/Public-Health,
06013,​Contra Costa,California,4/25/2020,805,25,4/25/2020,,https://www.contracostahealth.org/,
06015,​Del Norte,California,4/25/2020,2,0,4/25/2020,,http://www.co.del-norte.ca.us/departments/health-human-services/public-health,
06017,​El Dorado,California,4/25/2020,42,0,4/25/2020,,https://www.edcgov.us/Government/hhsa/Pages/EDCCOVID-19-Cases.aspx,
06019,​Fresno,California,4/25/2020,458,7,4/25/2020,,https://www.co.fresno.ca.us/departments/public-health/covid-19,
06021,​Glenn,California,4/25/2020,5,0,4/25/2020,,https://www.countyofglenn.net/dept/health-human-services/public-health/covid-19,
06023,​Humboldt,California,4/25/2020,53,0,4/25/2020,,https://humboldtgov.org/2018/Humboldt-Health-Alert,
06025,​Imperial,California,4/25/2020,251,8,4/25/2020,,http://www.icphd.org/health-information-and-resources/healthy-facts/covid-19/,
06027,​Inyo,California,4/25/2020,19,1,4/25/2020,,https://www.inyocounty.us/covid-19/local-updates,
06029,​Kern,California,4/25/2020,755,4,4/25/2020,,https://kernpublichealth.com/covid-19_dashboard/,
06031,​Kings,California,4/25/2020,52,1,4/25/2020,,https://www.countyofkings.com/departments/health-welfare/public-health/coronavirus-disease-2019-covid-19,
06033,​Lake,California,4/25/2020,6,0,4/25/2020,,https://lake-co-ca-coronavirus-response-lakecoca.hub.arcgis.com/,
06035,​Lassen,California,4/25/2020,0,0,4/25/2020,,https://lassencares.org/,
06037,​Los Angeles,California,4/25/2020,"19,159",896,4/25/2020,,http://publichealth.lacounty.gov/media/Coronavirus/,
06039,​Madera,California,4/25/2020,40,2,4/25/2020,,https://www.maderacounty.com/government/public-health/corona-virus-covid-19/covid-revised,
06041,​Marin,California,4/25/2020,223,12,4/25/2020,,https://coronavirus.marinhhs.org/,
06043,​Mariposa,California,4/25/2020,0,0,4/25/2020,,https://www.mariposacounty.org/1592/COVID-19-Information,
06045,​Mendocino,California,4/25/2020,11,0,4/25/2020,,https://www.mendocinocounty.org/community/novel-coronavirus,
06047,​Merced,California,4/25/2020,102,3,4/25/2020,,https://www.co.merced.ca.us/3350/Coronavirus-Disease-2019,
06049,​Modoc,California,4/25/2020,0,0,4/25/2020,,https://www.modocsheriff.us/modoc-covid-19-incident-updates,
06051,​Mono,California,4/25/2020,24,1,4/25/2020,,https://coronavirus.monocounty.ca.gov/,
06053,​Monterey,California,4/25/2020,176,4,4/25/2020,,https://www.co.monterey.ca.us/government/departments-a-h/health/diseases/2019-novel-coronavirus-2019-ncov/2019-novel-coronavirus-2019-ncov-local-data,
06055,​Napa,California,4/25/2020,60,2,4/25/2020,,https://legacy.livestories.com/s/v2/coronavirus-report-for-napa-county-ca/9065d62d-f5a6-445f-b2a9-b7cf30b846dd/,
06057,​Nevada,California,4/25/2020,37,1,4/25/2020,,https://www.mynevadacounty.com/2924/Coronavirus,
06059,​Orange,California,4/25/2020,"1,969",38,4/25/2020,,https://occovid19.ochealthinfo.com/coronavirus-in-oc,
06061,​Placer,California,4/25/2020,139,8,4/25/2020,,https://www.placer.ca.gov/6448/Cases-in-Placer,
06063,​Plumas,California,4/25/2020,4,0,4/25/2020,,https://www.plumascounty.us/2669/Novel-Coronavirus-2019-COVID-19,
06065,​Riverside,California,4/25/2020,"3,409",117,4/25/2020,,https://www.rivcoph.org/coronavirus,
06067,​Sacramento,California,4/25/2020,"1,025",41,4/25/2020,,https://www.saccounty.net/COVID-19/Pages/default.aspx,
06069,​San Benito,California,4/25/2020,47,2,4/25/2020,,https://cosb.maps.arcgis.com/apps/opsdashboard/index.html#/1b049e2ea65043baafcf5361b5b07ddd,
06071,​San Bernardino,California,4/25/2020,"1,732",82,4/25/2020,,https://sbcph.maps.arcgis.com/apps/opsdashboard/index.html#/44bb35c804c44c8281da6d82ee602dff,
06073,​San Diego,California,4/25/2020,"2,943",111,4/25/2020,,https://www.sandiegocounty.gov/content/sdc/hhsa/programs/phs/community_epidemiology/dc/2019-nCoV/status.html#Table,
06075,​San Francisco,California,4/25/2020,"1,354",22,4/25/2020,,https://www.sfdph.org/dph/alerts/coronavirus.asp,
06077,​San Joaquin,California,4/25/2020,507,25,4/25/2020,,http://www.sjcphs.org/,
06079,San Luis Obispo​,California,4/25/2020,165,1,4/25/2020,,https://www.emergencyslo.org/en/positive-case-details.aspx,
06081,San Mateo,California,4/25/2020,"1,019",41,4/25/2020,,https://www.smchealth.org/post/san-mateo-county-covid-19-data-1,
06083,​Santa Barbara,California,4/25/2020,469,7,4/25/2020,,https://publichealthsbc.org/status-reports/,
