fips,county,state,date,cases,deaths,data_input_date,edited,source,notes
06101,​Sutter,California,4/22/2020,26,2,4/22/2020,,https://www.suttercounty.org/doc/government/depts/cao/em/coronavirus,
06103,​Tehama,California,4/22/2020,1,1,4/22/2020,,https://www.tehamacohealthservices.net/services/communicable-diseases/#current-events,
06105,​Trinity,California,4/22/2020,0,0,4/22/2020,,https://www.trinitycounty.org/Public-Health,
06107,​Tulare,California,4/22/2020,441,25,4/22/2020,,https://tchhsa.org/eng/index.cfm/public-health/covid-19-updates-novel-coronavirus/,
06109,​Tuolumne,California,4/22/2020,2,0,4/22/2020,,https://www.tuolumnecounty.ca.gov/250/Public-Health,
06111,​Ventura,California,4/22/2020,451,14,4/22/2020,,https://www.vcemergency.com/,
06113,​Yolo,California,4/22/2020,151,12,4/22/2020,,https://www.yolocounty.org/health-human-services/adults/communicable-disease-investigation-and-control/novel-coronavirus-2019/dashboard-and-documents,
06115,Yuba,California,4/22/2020,16,1,4/22/2020,,https://www.yuba.org/coronavirus/,
06001,​Alameda​,California,4/21/2020,"1,241",43,4/21/2020,,https://ac-hcsa.maps.arcgis.com/apps/opsdashboard/index.html#/948c67558cff414dbbee1a78fcbab1c9,
06003,​Alpine,California,4/21/2020,1,0,4/21/2020,,http://alpinecountyca.gov/Index.aspx?NID=516,
06005,​Amador,California,4/21/2020,8,0,4/21/2020,,https://www.amadorgov.org/services/public-health,
06007,​Butte,California,4/21/2020,16,0,4/21/2020,,http://www.buttecounty.net/publichealth/Home/fbclid/IwAR3fSGcPIbTuP9oMALIinPe68ft2E_vscQm2hDlGwwyilvdXog7KZwY9vTw,
06009,​Calaveras,California,4/21/2020,12,0,4/21/2020,,https://covid19.calaverasgov.us/,
06011,​Colusa,California,4/21/2020,3,0,4/21/2020,,http://www.countyofcolusa.org/99/Public-Health,
06013,​Contra Costa,California,4/21/2020,749,22,4/21/2020,,https://www.contracostahealth.org/,
06015,​Del Norte,California,4/21/2020,2,0,4/21/2020,,http://www.co.del-norte.ca.us/departments/health-human-services/public-health,
06017,​El Dorado,California,4/21/2020,39,0,4/21/2020,,https://www.edcgov.us/Government/hhsa/Pages/EDCCOVID-19-Cases.aspx,
06019,​Fresno,California,4/21/2020,371,7,4/21/2020,,https://www.co.fresno.ca.us/departments/public-health/covid-19,
06021,​Glenn,California,4/21/2020,4,0,4/21/2020,,https://www.countyofglenn.net/dept/health-human-services/public-health/covid-19,
06023,​Humboldt,California,4/21/2020,52,0,4/21/2020,,https://humboldtgov.org/2018/Humboldt-Health-Alert,
06025,​Imperial,California,4/21/2020,195,5,4/21/2020,,http://www.icphd.org/health-information-and-resources/healthy-facts/covid-19/,
06027,​Inyo,California,4/21/2020,18,0,4/21/2020,,https://www.inyocounty.us/covid-19/local-updates,
06029,​Kern,California,4/21/2020,671,3,4/21/2020,,https://kernpublichealth.com/covid-19_dashboard/,
06031,​Kings,California,4/21/2020,32,1,4/21/2020,,https://www.countyofkings.com/departments/health-welfare/public-health/coronavirus-disease-2019-covid-19,
06033,​Lake,California,4/21/2020,6,0,4/21/2020,,https://lake-co-ca-coronavirus-response-lakecoca.hub.arcgis.com/,
06035,​Lassen,California,4/21/2020,0,0,4/21/2020,,https://lassencares.org/,
06037,​Los Angeles,California,4/21/2020,"15,165",666,4/21/2020,,http://publichealth.lacounty.gov/media/Coronavirus/,
06039,​Madera,California,4/21/2020,36,2,4/21/2020,,https://www.maderacounty.com/government/public-health/corona-virus-covid-19/covid-revised,
06041,​Marin,California,4/21/2020,200,10,4/21/2020,,https://coronavirus.marinhhs.org/,
06043,​Mariposa,California,4/21/2020,0,0,4/21/2020,,https://www.mariposacounty.org/1592/COVID-19-Information,
06045,​Mendocino,California,4/21/2020,5,0,4/21/2020,,https://www.mendocinocounty.org/community/novel-coronavirus,
06047,​Merced,California,4/21/2020,92,3,4/21/2020,,https://www.co.merced.ca.us/3350/Coronavirus-Disease-2019,
06049,​Modoc,California,4/21/2020,0,0,4/21/2020,,https://www.modocsheriff.us/modoc-covid-19-incident-updates,
06051,​Mono,California,4/21/2020,24,1,4/21/2020,,https://coronavirus.monocounty.ca.gov/,
06053,​Monterey,California,4/21/2020,150,4,4/21/2020,,https://www.co.monterey.ca.us/government/departments-a-h/health/diseases/2019-novel-coronavirus-2019-ncov/2019-novel-coronavirus-2019-ncov-local-data,
06055,​Napa,California,4/21/2020,54,2,4/21/2020,,https://legacy.livestories.com/s/v2/coronavirus-report-for-napa-county-ca/9065d62d-f5a6-445f-b2a9-b7cf30b846dd/,
06057,​Nevada,California,4/21/2020,38,1,4/21/2020,,https://www.mynevadacounty.com/2924/Coronavirus,
06059,​Orange,California,4/21/2020,"1,691",33,4/21/2020,,https://occovid19.ochealthinfo.com/coronavirus-in-oc,
06061,​Placer,California,4/21/2020,133,8,4/21/2020,,https://www.placer.ca.gov/6448/Cases-in-Placer,
06063,​Plumas,California,4/21/2020,4,0,4/21/2020,,https://www.plumascounty.us/2669/Novel-Coronavirus-2019-COVID-19,
06065,​Riverside,California,4/21/2020,"2,960",93,4/21/2020,,https://www.rivcoph.org/coronavirus,
06067,​Sacramento,California,4/21/2020,954,35,4/21/2020,,https://www.saccounty.net/COVID-19/Pages/default.aspx,
06069,​San Benito,California,4/21/2020,45,2,4/21/2020,,https://cosb.maps.arcgis.com/apps/opsdashboard/index.html#/1b049e2ea65043baafcf5361b5b07ddd,
06071,​San Bernardino,California,4/21/2020,"1,489",67,4/21/2020,,https://sbcph.maps.arcgis.com/apps/opsdashboard/index.html#/44bb35c804c44c8281da6d82ee602dff,
06073,​San Diego,California,4/21/2020,"2,434",87,4/21/2020,,https://www.sandiegocounty.gov/content/sdc/hhsa/programs/phs/community_epidemiology/dc/2019-nCoV/status.html#Table,
06075,​San Francisco,California,4/21/2020,"1,231",20,4/21/2020,,https://www.sfdph.org/dph/alerts/coronavirus.asp,
06077,​San Joaquin,California,4/21/2020,456,20,4/21/2020,,http://www.sjcphs.org/,
06079,San Luis Obispo​,California,4/21/2020,134,1,4/21/2020,,https://www.emergencyslo.org/en/positive-case-details.aspx,
06081,San Mateo,California,4/21/2020,935,28,4/21/2020,,https://www.smchealth.org/post/san-mateo-county-covid-19-data-1,
06083,​Santa Barbara,California,4/21/2020,429,5,4/21/2020,,https://publichealthsbc.org/status-reports/,
06085,​Santa Clara,California,4/21/2020,"1,946",88,4/21/2020,,https://www.sccgov.org/sites/phd/DiseaseInformation/novel-coronavirus/Pages/dashboard.aspx,
06087,Santa Cruz​,California,4/21/2020,108,2,4/21/2020,,https://www.santacruzhealth.org/HSAHome/HSADivisions/PublicHealth/CommunicableDiseaseControl/Coronavirus.aspx,
06089,​Shasta,California,4/21/2020,26,3,4/21/2020,,https://www.co.shasta.ca.us/index/hhsa/health-safety/current-heath-concerns/coronavirus,
06091,​Sierra,California,4/21/2020,0,0,4/21/2020,,http://sierracounty.ca.gov/582/Coronavirus-COVID-19,
06093,​Siskiyou,California,4/21/2020,5,0,4/21/2020,,https://www.co.siskiyou.ca.us/publichealth,
06095,​Solano,California,4/21/2020,181,3,4/21/2020,,https://doitgis.maps.arcgis.com/apps/opsdashboard/index.html#/6c83d8b0a564467a829bfa875e7437d8,
06097,​Sonoma,California,4/21/2020,192,2,4/21/2020,,https://socoemergency.org/emergency/novel-coronavirus/novel-coronavirus-in-sonoma-county/,
06099,​Stanislaus,California,4/21/2020,236,4,4/21/2020,,http://www.schsa.org/PublicHealth/pages/corona-virus/,
06101,​Sutter,California,4/21/2020,26,2,4/21/2020,,https://www.suttercounty.org/doc/government/depts/cao/em/coronavirus,
06103,​Tehama,California,4/21/2020,1,1,4/21/2020,,https://www.tehamacohealthservices.net/services/communicable-diseases/#current-events,
06105,​Trinity,California,4/21/2020,0,0,4/21/2020,,https://www.trinitycounty.org/Public-Health,
06107,​Tulare,California,4/21/2020,436,22,4/21/2020,,https://tchhsa.org/eng/index.cfm/public-health/covid-19-updates-novel-coronavirus/,
06109,​Tuolumne,California,4/21/2020,2,0,4/21/2020,,https://www.tuolumnecounty.ca.gov/250/Public-Health,
06111,​Ventura,California,4/21/2020,443,13,4/21/2020,,https://www.vcemergency.com/,
06113,​Yolo,California,4/21/2020,146,10,4/21/2020,,https://www.yolocounty.org/health-human-services/adults/communicable-disease-investigation-and-control/novel-coronavirus-2019/dashboard-and-documents,
06115,Yuba,California,4/21/2020,16,1,4/21/2020,,https://www.yuba.org/coronavirus/,
06001,​Alameda​,California,4/20/2020,"1,191",42,4/20/2020 6:21 PM,y,https://ac-hcsa.maps.arcgis.com/apps/opsdashboard/index.html#/948c67558cff414dbbee1a78fcbab1c9,
06003,​Alpine,California,4/20/2020,1,0,4/20/2020 6:22 PM,y,http://alpinecountyca.gov/Index.aspx?NID=516,
06005,​Amador,California,4/20/2020,7,0,4/20/2020 6:23 PM,y,https://www.amadorgov.org/services/public-health,
06007,​Butte,California,4/20/2020,16,0,4/20/2020 6:22 PM,y,http://www.buttecounty.net/publichealth/Home/fbclid/IwAR3fSGcPIbTuP9oMALIinPe68ft2E_vscQm2hDlGwwyilvdXog7KZwY9vTw,
06009,​Calaveras,California,4/20/2020,12,0,4/20/2020 6:23 PM,y,https://covid19.calaverasgov.us/,
06011,​Colusa,California,4/20/2020,3,0,4/20/2020 6:24 PM,y,http://www.countyofcolusa.org/99/Public-Health,
06013,​Contra Costa,California,4/20/2020,707,22,4/20/2020 6:24 PM,y,https://www.contracostahealth.org/,
06015,​Del Norte,California,4/20/2020,2,0,4/20/2020 6:24 PM,y,http://www.co.del-norte.ca.us/departments/health-human-services/public-health,
06017,​El Dorado,California,4/20/2020,38,0,4/20/2020 6:25 PM,y,https://www.edcgov.us/Government/hhsa/Pages/EDCCOVID-19-Cases.aspx,
06019,​Fresno,California,4/20/2020,351,7,4/20/2020 6:25 PM,y,https://www.co.fresno.ca.us/departments/public-health/covid-19,
06021,​Glenn,California,4/20/2020,4,0,4/20/2020 6:25 PM,y,https://www.countyofglenn.net/dept/health-human-services/public-health/covid-19,
06023,​Humboldt,California,4/20/2020,52,0,4/20/2020 6:27 PM,y,https://humboldtgov.org/2018/Humboldt-Health-Alert,
06025,​Imperial,California,4/20/2020,175,4,4/20/2020 7:37 PM,y,http://www.icphd.org/health-information-and-resources/healthy-facts/covid-19/,
06027,​Inyo,California,4/20/2020,18,0,4/20/2020 6:27 PM,y,https://www.inyocounty.us/covid-19/local-updates,
06029,​Kern,California,4/20/2020,643,3,4/20/2020 6:28 PM,y,https://kernpublichealth.com/covid-19_dashboard/,
06031,​Kings,California,4/20/2020,32,1,4/20/2020 6:28 PM,y,https://www.countyofkings.com/departments/health-welfare/public-health/coronavirus-disease-2019-covid-19,
06033,​Lake,California,4/20/2020,6,0,4/20/2020 6:28 PM,y,https://lake-co-ca-coronavirus-response-lakecoca.hub.arcgis.com/,
06035,​Lassen,California,4/20/2020,0,0,4/20/2020 6:28 PM,y,https://lassencares.org/,
06037,​Los Angeles,California,4/20/2020,"13,816",617,4/20/2020 6:29 PM,y,http://publichealth.lacounty.gov/media/Coronavirus/,
06039,​Madera,California,4/20/2020,36,2,4/20/2020 6:29 PM,y,https://www.maderacounty.com/government/public-health/corona-virus-covid-19/covid-revised,
06041,​Marin,California,4/20/2020,199,10,4/20/2020 6:30 PM,y,https://coronavirus.marinhhs.org/,
06043,​Mariposa,California,4/20/2020,0,0,4/20/2020 6:30 PM,y,https://www.mariposacounty.org/1592/COVID-19-Information,
06045,​Mendocino,California,4/20/2020,4,0,4/20/2020 6:30 PM,y,https://www.mendocinocounty.org/community/novel-coronavirus,
06047,​Merced,California,4/20/2020,90,3,4/20/2020 6:31 PM,y,https://www.co.merced.ca.us/3350/Coronavirus-Disease-2019,
06049,​Modoc,California,4/20/2020,0,0,4/20/2020 6:32 PM,y,https://www.facebook.com/pg/Modoc-County-Sheriffs-Office-153688004804447/posts/,
06051,​Mono,California,4/20/2020,24,1,4/20/2020 6:32 PM,y,https://coronavirus.monocounty.ca.gov/,
06053,​Monterey,California,4/20/2020,148,4,4/20/2020 6:32 PM,y,https://www.co.monterey.ca.us/government/departments-a-h/health/diseases/2019-novel-coronavirus-2019-ncov/2019-novel-coronavirus-2019-ncov-local-data,
06055,​Napa,California,4/20/2020,48,2,4/20/2020 6:33 PM,y,https://legacy.livestories.com/s/v2/coronavirus-report-for-napa-county-ca/9065d62d-f5a6-445f-b2a9-b7cf30b846dd/,
06057,​Nevada,California,4/20/2020,38,1,4/20/2020 6:34 PM,y,https://www.mynevadacounty.com/2924/Coronavirus,
06059,​Orange,California,4/20/2020,"1,676",33,4/20/2020 6:34 PM,y,https://occovid19.ochealthinfo.com/coronavirus-in-oc,
06061,​Placer,California,4/20/2020,132,8,4/20/2020 6:34 PM,y,https://www.placer.ca.gov/6448/Cases-in-Placer,
06063,​Plumas,California,4/20/2020,4,0,4/20/2020 6:35 PM,y,https://www.plumascounty.us/2669/Novel-Coronavirus-2019-COVID-19,
06065,​Riverside,California,4/20/2020,"2,847",85,4/20/2020 6:35 PM,y,https://www.rivcoph.org/coronavirus,
06067,​Sacramento,California,4/20/2020,940,34,4/20/2020 6:35 PM,y,https://www.saccounty.net/COVID-19/Pages/default.aspx,
06069,​San Benito,California,4/20/2020,44,2,4/20/2020 6:36 PM,y,https://cosb.maps.arcgis.com/apps/opsdashboard/index.html#/1b049e2ea65043baafcf5361b5b07ddd,
06071,​San Bernardino,California,4/20/2020,"1,406",60,4/20/2020 6:36 PM,y,https://sbcph.maps.arcgis.com/apps/opsdashboard/index.html#/44bb35c804c44c8281da6d82ee602dff,
06073,​San Diego,California,4/20/2020,"2,325",72,4/20/2020 6:36 PM,y,https://www.sandiegocounty.gov/content/sdc/hhsa/programs/phs/community_epidemiology/dc/2019-nCoV/status.html#Table,
06075,​San Francisco,California,4/20/2020,"1,216",20,4/20/2020 6:37 PM,y,https://www.sfdph.org/dph/alerts/coronavirus.asp,
06077,​San Joaquin,California,4/20/2020,446,18,4/20/2020 6:37 PM,y,http://www.sjcphs.org/,
06079,San Luis Obispo​,California,4/20/2020,132,1,4/20/2020 6:37 PM,y,https://www.emergencyslo.org/en/positive-case-details.aspx,
06081,San Mateo,California,4/20/2020,920,28,4/20/2020 6:38 PM,y,https://www.smchealth.org/post/san-mateo-county-covid-19-data-1,
06083,​Santa Barbara,California,4/20/2020,416,4,4/20/2020 6:38 PM,y,https://publichealthsbc.org/status-reports/,
06085,​Santa Clara,California,4/20/2020,"1,922",83,4/20/2020 6:39 PM,y,https://www.sccgov.org/sites/phd/DiseaseInformation/novel-coronavirus/Pages/dashboard.aspx,
06087,Santa Cruz​,California,4/20/2020,106,2,4/20/2020 6:39 PM,y,https://www.santacruzhealth.org/HSAHome/HSADivisions/PublicHealth/CommunicableDiseaseControl/Coronavirus.aspx,
06089,​Shasta,California,4/20/2020,26,3,4/20/2020 6:40 PM,y,https://www.co.shasta.ca.us/index/hhsa/health-safety/current-heath-concerns/coronavirus,
06091,​Sierra,California,4/20/2020,0,0,4/20/2020 6:40 PM,y,http://sierracounty.ca.gov/582/Coronavirus-COVID-19,
06093,​Siskiyou,California,4/20/2020,5,0,4/20/2020 6:40 PM,y,https://www.co.siskiyou.ca.us/publichealth,
06095,​Solano,California,4/20/2020,180,2,4/20/2020 6:41 PM,y,https://doitgis.maps.arcgis.com/apps/opsdashboard/index.html#/6c83d8b0a564467a829bfa875e7437d8,
06097,​Sonoma,California,4/20/2020,182,2,4/20/2020 8:15 PM,y,https://socoemergency.org/emergency/novel-coronavirus/novel-coronavirus-in-sonoma-county/,
06099,​Stanislaus,California,4/20/2020,232,4,4/20/2020 6:41 PM,y,http://www.schsa.org/PublicHealth/pages/corona-virus/,
06101,​Sutter,California,4/20/2020,26,2,4/20/2020 6:42 PM,y,https://www.suttercounty.org/doc/government/depts/cao/em/coronavirus,
06103,​Tehama,California,4/20/2020,1,0,4/20/2020 6:43 PM,y,https://www.tehamacohealthservices.net/services/communicable-diseases/#current-events,
06105,​Trinity,California,4/20/2020,0,0,4/20/2020 6:43 PM,y,https://www.trinitycounty.org/Public-Health,
06107,​Tulare,California,4/20/2020,422,18,4/20/2020 6:43 PM,y,https://tchhsa.org/eng/index.cfm/public-health/covid-19-updates-novel-coronavirus/,
06109,​Tuolumne,California,4/20/2020,2,0,4/20/2020 6:44 PM,y,https://www.tuolumnecounty.ca.gov/250/Public-Health,
06111,​Ventura,California,4/20/2020,428,13,4/20/2020 6:44 PM,y,https://www.vcemergency.com/,
06113,​Yolo,California,4/20/2020,142,10,4/20/2020 6:45 PM,y,https://www.yolocounty.org/health-human-services/adults/communicable-disease-investigation-and-control/novel-coronavirus-2019/dashboard-and-documents,
06115,Yuba,California,4/20/2020,16,1,4/20/2020 6:42 PM,y,https://www.yuba.org/coronavirus/,
06001,​Alameda​,California,4/19/2020,"1,164",42,4/19/2020 4:34 p.m.,y,http://www.acphd.org/2019-ncov.aspx,
06003,​Alpine,California,4/19/2020,1,0,4/19/2020 4:36 p.m.,y,http://alpinecountyca.gov/AlertCenter.aspx?AID=COVID19-CASES-12,
06005,​Amador,California,4/19/2020,7,0,4/19/2020 4:38 p.m.,y,https://www.amadorgov.org/services/public-health,
06007,​Butte,California,4/19/2020,16,0,4/19/2020 4:39 p.m.,y,http://www.buttecounty.net/publichealth/Home/fbclid/IwAR3fSGcPIbTuP9oMALIinPe68ft2E_vscQm2hDlGwwyilvdXog7KZwY9vTw,
06009,​Calaveras,California,4/19/2020,12,0,4/19/2020 4:40 p.m.,y,https://covid19.calaverasgov.us/,
06011,​Colusa,California,4/19/2020,3,0,4/19/2020 4:41 p.m.,y,http://www.countyofcolusa.org/99/Public-Health,
06013,​Contra Costa,California,4/19/2020,693,20,4/19/2020 4:42 p.m.,y,https://www.contracostahealth.org/dashboard,
06015,​Del Norte,California,4/19/2020,2,0,4/19/2020 4:43 p.m.,y,http://www.co.del-norte.ca.us/departments/health-human-services/public-health,
06017,​El Dorado,California,4/19/2020,36,0,4/19/2020 4:44 p.m.,y,https://www.edcgov.us/Government/hhsa/Pages/EDCCOVID-19.aspx,
06019,​Fresno,California,4/19/2020,315,7,4/19/2020 4:45 p.m.,y,https://www.co.fresno.ca.us/departments/public-health/covid-19,
06021,​Glenn,California,4/19/2020,4,0,4/19/2020 4:46 p.m.,y,https://www.countyofglenn.net/dept/health-human-services/public-health/covid-19,
06023,​Humboldt,California,4/19/2020,52,0,4/19/2020 4:47 p.m.,y,https://humboldtgov.org/2018/Humboldt-Health-Alert,
06025,​Imperial,California,4/19/2020,160,3,4/19/2020 7:00 p.m.,y,https://www.arcgis.com/apps/opsdashboard/index.html#/684c52c01a0c4dbda380d7b905ef0b46,
06027,​Inyo,California,4/19/2020,18,0,4/19/2020 4:49 p.m.,y,https://www.inyocounty.us/covid-19/local-updates,
06029,​Kern,California,4/19/2020,623,3,4/19/2020 4:51 p.m.,y,https://kernpublichealth.com/2019-novel-coronavirus/,Added resident and non-resident cases
06031,​Kings,California,4/19/2020,30,1,4/19/2020 7:01 p.m.,y,https://www.countyofkings.com/departments/health-welfare/public-health/coronavirus-disease-2019-covid-19,
06033,​Lake,California,4/19/2020,6,0,4/19/2020 4:53 p.m.,y,http://health.co.lake.ca.us/Coronavirus.htm,
06035,​Lassen,California,4/19/2020,0,0,4/19/2020 4:54 p.m.,y,https://lassencares.org/,
06037,​Los Angeles,California,4/19/2020,"12,341",600,4/19/2020 4:55 p.m.,y,http://publichealth.lacounty.gov/media/Coronavirus/,
06039,​Madera,California,4/19/2020,34,2,4/19/2020 4:56 p.m.,y,https://www.maderacounty.com/government/public-health/corona-virus-covid-19/covid-revised,
06041,​Marin,California,4/19/2020,195,10,4/19/2020 4:57 p.m.,y,https://coronavirus.marinhhs.org/,
06043,​Mariposa,California,4/19/2020,0,0,4/19/2020 5 p.m.,y,https://www.mariposacounty.org/1592/COVID-19-Information,
06045,​Mendocino,California,4/19/2020,4,0,4/19/2020 5:02 p.m.,y,https://www.mendocinocounty.org/community/novel-coronavirus,5th case confirmed 4/17 in press release: https://www.mendocinocounty.org/Home/Components/News/News/4080/3242
06047,​Merced,California,4/19/2020,90,3,4/19/2020 5:04 p.m.,y,https://www.co.merced.ca.us/3350/Coronavirus-Disease-2019,
06049,​Modoc,California,4/19/2020,0,0,4/19/2020 5:05 p.m.,y,https://www.facebook.com/pg/Modoc-County-Sheriffs-Office-153688004804447/posts/,
06051,​Mono,California,4/19/2020,23,1,4/19/2020 5:05 p.m.,y,https://coronavirus.monocounty.ca.gov/,
06053,​Monterey,California,4/19/2020,141,4,4/19/2020 5:07 p.m.,y,https://www.co.monterey.ca.us/government/departments-a-h/health/diseases/2019-novel-coronavirus-2019-ncov/2019-novel-coronavirus-2019-ncov-local-data,
06055,​Napa,California,4/19/2020,47,2,4/19/2020 5:07 p.m.,y,https://www.countyofnapa.org/2770/Situation-Updates,
06057,​Nevada,California,4/19/2020,36,1,4/19/2020 5:08 p.m.,y,https://www.mynevadacounty.com/2924/Coronavirus,
06059,​Orange,California,4/19/2020,"1,636",32,4/19/2020 5:09 p.m.,y,http://www.ochealthinfo.com/phs/about/epidasmt/epi/dip/prevention/novel_coronavirus,
06061,​Placer,California,4/19/2020,132,8,4/19/2020 5:10 p.m.,y,https://www.placer.ca.gov/6448/Cases-in-Placer,
06063,​Plumas,California,4/19/2020,4,0,4/19/2020 5:11 p.m.,y,https://www.plumascounty.us/2669/Novel-Coronavirus-2019-COVID-19,
06065,​Riverside,California,4/19/2020,"2,638",75,4/19/2020 5:12 p.m.,y,https://www.rivcoph.org/coronavirus,
06067,​Sacramento,California,4/19/2020,925,34,4/19/2020 5:12 p.m.,y,https://www.saccounty.net/COVID-19/Pages/default.aspx,
06069,​San Benito,California,4/19/2020,44,2,4/19/2020 5:13 p.m.,y,https://cosb.maps.arcgis.com/apps/opsdashboard/index.html#/1b049e2ea65043baafcf5361b5b07ddd,
06071,​San Bernardino,California,4/19/2020,"1,286",57,4/19/2020 5:16 p.m.,y,http://wp.sbcounty.gov/dph/coronavirus/,
06073,​San Diego,California,4/19/2020,"2,268",71,4/19/2020 5:17 p.m.,y,https://www.sandiegocounty.gov/content/sdc/hhsa/programs/phs/community_epidemiology/dc/2019-nCoV/status.html#Table,
06075,​San Francisco,California,4/19/2020,"1,157",20,4/19/2020 5:17 p.m.,y,https://www.sfdph.org/dph/alerts/coronavirus.asp,
06077,​San Joaquin,California,4/19/2020,418,17,4/19/2020 5:18 p.m.,y,http://www.sjcphs.org/,
06079,San Luis Obispo​,California,4/19/2020,132,1,4/19/2020 5:19 p.m.,y,https://www.emergencyslo.org/en/covid19.aspx,
06081,​San Mateo,California,4/19/2020,838,28,4/19/2020 5:20 p.m.,y,https://www.smchealth.org/coronavirus,
06083,​Santa Barbara,California,4/19/2020,394,4,4/19/2020 5:21 p.m.,y,https://publichealthsbc.org/status-reports/,
06085,​Santa Clara,California,4/19/2020,"1,870",73,4/19/2020 5:22 p.m.,y,https://www.sccgov.org/sites/phd/DiseaseInformation/novel-coronavirus/Pages/home.aspx,
06087,Santa Cruz​,California,4/19/2020,104,2,4/19/2020 5:23 p.m.,y,https://www.santacruzhealth.org/HSAHome/HSADivisions/PublicHealth/CommunicableDiseaseControl/CoronavirusHome.aspx,
06089,​Shasta,California,4/19/2020,26,3,4/19/2020 5:23 p.m.,y,https://www.co.shasta.ca.us/index/hhsa/health-safety/current-heath-concerns/coronavirus,
06091,​Sierra,California,4/19/2020,0,0,4/19/2020 5:24 p.m.,y,http://sierracounty.ca.gov/582/Coronavirus-COVID-19,
06093,​Siskiyou,California,4/19/2020,5,0,4/19/2020 5:25 p.m.,y,https://www.co.siskiyou.ca.us/publichealth,
06095,​Solano,California,4/19/2020,169,2,4/19/2020 5:25 p.m.,y,https://doitgis.maps.arcgis.com/apps/opsdashboard/index.html#/6c83d8b0a564467a829bfa875e7437d8,
06097,​Sonoma,California,4/19/2020,180,2,4/19/2020 5:26 p.m.,y,https://socoemergency.org/emergency/novel-coronavirus/novel-coronavirus-in-sonoma-county/,
06099,​Stanislaus,California,4/19/2020,226,4,4/19/2020 5:27 p.m.,y,http://www.schsa.org/PublicHealth/pages/corona-virus/,
06101,​Sutter,California,4/19/2020,26,2,4/19/2020 7:19 p.m.,y,https://www.suttercounty.org/doc/government/depts/cao/em/coronavirus,
06103,​Tehama,California,4/19/2020,1,0,4/19/2020 5:31 p.m.,y,https://www.tehamacohealthservices.net/services/communicable-diseases/,
06105,​Trinity,California,4/19/2020,0,0,4/19/2020 5:32 p.m.,y,https://www.trinitycounty.org/coronavirus-updates,
06107,​Tulare,California,4/19/2020,411,17,4/19/2020 5:33 p.m.,y,https://tchhsa.org/eng/index.cfm/public-health/covid-19-updates-novel-coronavirus/,
06109,​Tuolumne,California,4/19/2020,2,0,4/19/2020 5:34 p.m.,y,https://www.tuolumnecounty.ca.gov/250/Public-Health,Added non-resident case to total cases
06111,​Ventura,California,4/19/2020,422,13,4/19/2020 5:35 p.m.,y,https://www.vcemergency.com/,
06113,​Yolo,California,4/19/2020,137,9,4/19/2020 5:36 p.m.,y,https://www.yolocounty.org/health-human-services/adults/communicable-disease-investigation-and-control/novel-coronavirus-2019/dashboard-and-documents,
06115,Yuba,California,4/19/2020,16,1,4/19/2020 5:37 p.m.,y,https://www.suttercounty.org/doc/government/depts/cao/em/coronavirus,
06001,​Alameda​,California,4/18/2020,"1,114",41,4/18/2020 1:54 PM,y,http://www.acphd.org/2019-ncov.aspx,
06003,​Alpine,California,4/18/2020,1,0,4/18/2020 1:54 PM,y,http://alpinecountyca.gov/AlertCenter.aspx?AID=COVID19-CASES-12,
06005,​Amador,California,4/18/2020,7,0,4/18/2020 1:55 PM,y,https://www.amadorgov.org/services/public-health,
06007,​Butte,California,4/18/2020,16,0,4/18/2020 1:56 PM,y,http://www.buttecounty.net/publichealth/Home/fbclid/IwAR3fSGcPIbTuP9oMALIinPe68ft2E_vscQm2hDlGwwyilvdXog7KZwY9vTw,
06009,​Calaveras,California,4/18/2020,12,0,4/18/2020 1:56 PM,y,https://covid19.calaverasgov.us/,
06011,​Colusa,California,4/18/2020,3,0,4/18/2020 1:57 PM,y,http://www.countyofcolusa.org/99/Public-Health,
06013,​Contra Costa,California,4/18/2020,685,19,4/18/2020 1:57 PM,y,https://www.contracostahealth.org/dashboard,
06015,​Del Norte,California,4/18/2020,2,0,4/18 1:58 PM,y,http://www.co.del-norte.ca.us/departments/health-human-services/public-health,
06017,​El Dorado,California,4/18/2020,36,0,4/18/2020 1:59 PM,y,https://www.edcgov.us/Government/hhsa/Pages/EDCCOVID-19.aspx,
06019,​Fresno,California,4/18/2020,315,7,4/18/2020 4:00 PM,y,https://www.co.fresno.ca.us/departments/public-health/covid-19,
06021,​Glenn,California,4/18/2020,4,0,4/18/2020 2:00 PM,y,https://www.countyofglenn.net/dept/health-human-services/public-health/covid-19,
06023,​Humboldt,California,4/18/2020,52,0,4/18/2020 2:01 PM,y,https://humboldtgov.org/2018/Humboldt-Health-Alert,
06025,​Imperial,California,4/18/2020,155,3,4/18/2020 2:01 PM,y,https://www.arcgis.com/apps/opsdashboard/index.html#/684c52c01a0c4dbda380d7b905ef0b46,
06027,​Inyo,California,4/18/2020,18,0,4/18/2020 2:02 PM,y,https://www.inyocounty.us/covid-19/local-updates,
06029,​Kern,California,4/18/2020,610,3,4/18/2020 2:02 PM,y,https://kernpublichealth.com/2019-novel-coronavirus/,
06031,​Kings,California,4/18/2020,28,1,4/18/2020 5:03 PM,y,https://www.countyofkings.com/departments/health-welfare/public-health/coronavirus-disease-2019-covid-19,
06033,​Lake,California,4/18/2020,6,0,4/18/2020 2:03 PM,y,http://health.co.lake.ca.us/Coronavirus.htm,
