date,fips,county,cases,deaths,local_pub_health_url
2020-01-23,06111,Ventura County,0.0,0.0,0
2020-01-23,06037,Los Angeles County,0.0,0.0,0
2020-01-23,06097,Sonoma County,0.0,0.0,0
2020-01-23,06031,Kings County,0.0,0.0,0
2020-01-23,06073,San Diego County,0.0,0.0,0
2020-01-23,06061,Placer County,0.0,0.0,0
2020-01-23,06075,San Francisco County,0.0,0.0,0
2020-01-23,06041,Marin County,0.0,0.0,0
2020-01-23,06043,Mariposa County,0.0,0.0,0
2020-01-23,06035,Lassen County,0.0,0.0,0
2020-01-23,06055,Napa County,0.0,0.0,0
2020-01-23,06089,Shasta County,0.0,0.0,0
2020-01-23,06053,Monterey County,0.0,0.0,0
2020-01-23,06105,Trinity County,0.0,0.0,0
2020-01-23,06045,Mendocino County,0.0,0.0,0
2020-01-23,06027,Inyo County,0.0,0.0,0
2020-01-23,06051,Mono County,0.0,0.0,0
2020-01-23,06109,Tuolumne County,0.0,0.0,0
2020-01-23,06095,Solano County,0.0,0.0,0
2020-01-23,06071,San Bernardino County,0.0,0.0,0
2020-01-23,06013,Contra Costa County,0.0,0.0,0
2020-01-23,06003,Alpine County,0.0,0.0,0
2020-01-23,06017,El Dorado County,0.0,0.0,0
2020-01-23,06113,Yolo County,0.0,0.0,0
2020-01-23,06115,Yuba County,0.0,0.0,0
2020-01-23,06069,San Benito County,0.0,0.0,0
2020-01-23,06023,Humboldt County,0.0,0.0,0
2020-01-23,06065,Riverside County,0.0,0.0,0
2020-01-23,06029,Kern County,0.0,0.0,0
2020-01-23,06011,Colusa County,0.0,0.0,0
2020-01-23,06015,Del Norte County,0.0,0.0,0
2020-01-23,06049,Modoc County,0.0,0.0,0
2020-01-23,06019,Fresno County,0.0,0.0,0
2020-01-23,06039,Madera County,0.0,0.0,0
2020-01-23,06085,Santa Clara County,0.0,0.0,0
2020-01-23,06103,Tehama County,0.0,0.0,0
2020-01-23,06077,San Joaquin County,0.0,0.0,0
2020-01-23,06001,Alameda County,0.0,0.0,0
2020-01-23,06057,Nevada County,0.0,0.0,0
2020-01-23,06007,Butte County,0.0,0.0,0
2020-01-23,06047,Merced County,0.0,0.0,0
2020-01-23,06107,Tulare County,0.0,0.0,0
2020-01-23,06099,Stanislaus County,0.0,0.0,0
2020-01-23,06059,Orange County,0.0,0.0,0
2020-01-23,06025,Imperial County,0.0,0.0,0
2020-01-23,06101,Sutter County,0.0,0.0,0
2020-01-23,06005,Amador County,0.0,0.0,0
2020-01-23,06033,Lake County,0.0,0.0,0
2020-01-23,06063,Plumas County,0.0,0.0,0
2020-01-23,06081,San Mateo County,0.0,0.0,0
2020-01-23,06093,Siskiyou County,0.0,0.0,0
2020-01-23,06087,Santa Cruz County,0.0,0.0,0
2020-01-23,06021,Glenn County,0.0,0.0,0
2020-01-23,06079,San Luis Obispo County,0.0,0.0,0
2020-01-24,06091,Sierra County,0.0,0.0,0
2020-01-24,06067,Sacramento County,0.0,0.0,0
2020-01-24,06083,Santa Barbara County,0.0,0.0,0
2020-01-24,06009,Calaveras County,0.0,0.0,0
2020-01-24,06111,Ventura County,0.0,0.0,0
2020-01-24,06037,Los Angeles County,0.0,0.0,0
2020-01-24,06097,Sonoma County,0.0,0.0,0
2020-01-24,06031,Kings County,0.0,0.0,0
2020-01-24,06073,San Diego County,0.0,0.0,0
2020-01-24,06061,Placer County,0.0,0.0,0
2020-01-24,06075,San Francisco County,0.0,0.0,0
2020-01-24,06041,Marin County,0.0,0.0,0
2020-01-24,06043,Mariposa County,0.0,0.0,0
2020-01-24,06035,Lassen County,0.0,0.0,0
2020-01-24,06055,Napa County,0.0,0.0,0
2020-01-24,06089,Shasta County,0.0,0.0,0
2020-01-24,06053,Monterey County,0.0,0.0,0
2020-01-24,06105,Trinity County,0.0,0.0,0
2020-01-24,06045,Mendocino County,0.0,0.0,0
2020-01-24,06027,Inyo County,0.0,0.0,0
2020-01-24,06051,Mono County,0.0,0.0,0
2020-01-24,06109,Tuolumne County,0.0,0.0,0
2020-01-24,06095,Solano County,0.0,0.0,0
2020-01-24,06071,San Bernardino County,0.0,0.0,0
2020-01-24,06013,Contra Costa County,0.0,0.0,0
2020-01-24,06003,Alpine County,0.0,0.0,0
2020-01-24,06017,El Dorado County,0.0,0.0,0
2020-01-24,06113,Yolo County,0.0,0.0,0
2020-01-24,06115,Yuba County,0.0,0.0,0
2020-01-24,06069,San Benito County,0.0,0.0,0
2020-01-24,06023,Humboldt County,0.0,0.0,0
2020-01-24,06065,Riverside County,0.0,0.0,0
2020-01-24,06029,Kern County,0.0,0.0,0
2020-01-24,06011,Colusa County,0.0,0.0,0
2020-01-24,06015,Del Norte County,0.0,0.0,0
2020-01-24,06049,Modoc County,0.0,0.0,0
2020-01-24,06019,Fresno County,0.0,0.0,0
2020-01-24,06039,Madera County,0.0,0.0,0
2020-01-24,06085,Santa Clara County,0.0,0.0,0
2020-01-24,06103,Tehama County,0.0,0.0,0
2020-01-24,06077,San Joaquin County,0.0,0.0,0
2020-01-24,06001,Alameda County,0.0,0.0,0
2020-01-24,06057,Nevada County,0.0,0.0,0
2020-01-24,06007,Butte County,0.0,0.0,0
2020-01-24,06047,Merced County,0.0,0.0,0
2020-01-24,06107,Tulare County,0.0,0.0,0
2020-01-24,06099,Stanislaus County,0.0,0.0,0
2020-01-24,06059,Orange County,0.0,0.0,0
2020-01-24,06025,Imperial County,0.0,0.0,0
2020-01-24,06101,Sutter County,0.0,0.0,0
2020-01-24,06005,Amador County,0.0,0.0,0
2020-01-24,06033,Lake County,0.0,0.0,0
2020-01-24,06063,Plumas County,0.0,0.0,0
2020-01-24,06081,San Mateo County,0.0,0.0,0
2020-01-24,06093,Siskiyou County,0.0,0.0,0
2020-01-24,06087,Santa Cruz County,0.0,0.0,0
2020-01-24,06021,Glenn County,0.0,0.0,0
2020-01-24,06079,San Luis Obispo County,0.0,0.0,0
2020-01-25,06091,Sierra County,0.0,0.0,0
2020-01-25,06067,Sacramento County,0.0,0.0,0
2020-01-25,06083,Santa Barbara County,0.0,0.0,0
2020-01-25,06009,Calaveras County,0.0,0.0,0
2020-01-25,06111,Ventura County,0.0,0.0,0
2020-01-25,06037,Los Angeles County,0.0,0.0,0
2020-01-25,06097,Sonoma County,0.0,0.0,0
2020-01-25,06031,Kings County,0.0,0.0,0
2020-01-25,06073,San Diego County,0.0,0.0,0
2020-01-25,06061,Placer County,0.0,0.0,0
2020-01-25,06075,San Francisco County,0.0,0.0,0
2020-01-25,06041,Marin County,0.0,0.0,0
2020-01-25,06043,Mariposa County,0.0,0.0,0
2020-01-25,06035,Lassen County,0.0,0.0,0
2020-01-25,06055,Napa County,0.0,0.0,0
2020-01-25,06089,Shasta County,0.0,0.0,0
2020-01-25,06053,Monterey County,0.0,0.0,0
2020-01-25,06105,Trinity County,0.0,0.0,0
2020-01-25,06045,Mendocino County,0.0,0.0,0
2020-01-25,06027,Inyo County,0.0,0.0,0
2020-01-25,06051,Mono County,0.0,0.0,0
2020-01-25,06109,Tuolumne County,0.0,0.0,0
2020-01-25,06095,Solano County,0.0,0.0,0
2020-01-25,06071,San Bernardino County,0.0,0.0,0
2020-01-25,06013,Contra Costa County,0.0,0.0,0
2020-01-25,06003,Alpine County,0.0,0.0,0
2020-01-25,06017,El Dorado County,0.0,0.0,0
2020-01-25,06113,Yolo County,0.0,0.0,0
2020-01-25,06115,Yuba County,0.0,0.0,0
2020-01-25,06069,San Benito County,0.0,0.0,0
2020-01-25,06023,Humboldt County,0.0,0.0,0
2020-01-25,06065,Riverside County,0.0,0.0,0
2020-01-25,06029,Kern County,0.0,0.0,0
2020-01-25,06011,Colusa County,0.0,0.0,0
2020-01-25,06015,Del Norte County,0.0,0.0,0
2020-01-25,06049,Modoc County,0.0,0.0,0
2020-01-25,06019,Fresno County,0.0,0.0,0
2020-01-25,06039,Madera County,0.0,0.0,0
2020-01-25,06085,Santa Clara County,0.0,0.0,0
2020-01-25,06103,Tehama County,0.0,0.0,0
2020-01-25,06077,San Joaquin County,0.0,0.0,0
2020-01-25,06001,Alameda County,0.0,0.0,0
2020-01-25,06057,Nevada County,0.0,0.0,0
2020-01-25,06007,Butte County,0.0,0.0,0
2020-01-25,06047,Merced County,0.0,0.0,0
2020-01-25,06107,Tulare County,0.0,0.0,0
2020-01-25,06099,Stanislaus County,0.0,0.0,0
2020-01-25,06059,Orange County,0.0,0.0,0
2020-01-25,06025,Imperial County,0.0,0.0,0
2020-01-25,06101,Sutter County,0.0,0.0,0
2020-01-25,06005,Amador County,0.0,0.0,0
2020-01-25,06033,Lake County,0.0,0.0,0
2020-01-25,06063,Plumas County,0.0,0.0,0
2020-01-25,06081,San Mateo County,0.0,0.0,0
2020-01-25,06093,Siskiyou County,0.0,0.0,0
2020-01-25,06087,Santa Cruz County,0.0,0.0,0
2020-01-25,06021,Glenn County,0.0,0.0,0
2020-01-25,06079,San Luis Obispo County,0.0,0.0,0
2020-01-26,06091,Sierra County,0.0,0.0,0
2020-01-26,06067,Sacramento County,0.0,0.0,0
2020-01-26,06083,Santa Barbara County,0.0,0.0,0
2020-01-26,06009,Calaveras County,0.0,0.0,0
2020-01-26,06111,Ventura County,0.0,0.0,0
2020-01-26,06037,Los Angeles County,1.0,0.0,0
2020-01-26,06097,Sonoma County,0.0,0.0,0
2020-01-26,06031,Kings County,0.0,0.0,0
2020-01-26,06073,San Diego County,0.0,0.0,0
2020-01-26,06061,Placer County,0.0,0.0,0
2020-01-26,06075,San Francisco County,0.0,0.0,0
2020-01-26,06041,Marin County,0.0,0.0,0
2020-01-26,06043,Mariposa County,0.0,0.0,0
2020-01-26,06035,Lassen County,0.0,0.0,0
2020-01-26,06055,Napa County,0.0,0.0,0
2020-01-26,06089,Shasta County,0.0,0.0,0
2020-01-26,06053,Monterey County,0.0,0.0,0
2020-01-26,06105,Trinity County,0.0,0.0,0
2020-01-26,06045,Mendocino County,0.0,0.0,0
2020-01-26,06027,Inyo County,0.0,0.0,0
2020-01-26,06051,Mono County,0.0,0.0,0
2020-01-26,06109,Tuolumne County,0.0,0.0,0
2020-01-26,06095,Solano County,0.0,0.0,0
2020-01-26,06071,San Bernardino County,0.0,0.0,0
2020-01-26,06013,Contra Costa County,0.0,0.0,0
2020-01-26,06003,Alpine County,0.0,0.0,0
2020-01-26,06017,El Dorado County,0.0,0.0,0
2020-01-26,06113,Yolo County,0.0,0.0,0
2020-01-26,06115,Yuba County,0.0,0.0,0
2020-01-26,06069,San Benito County,0.0,0.0,0
2020-01-26,06023,Humboldt County,0.0,0.0,0
2020-01-26,06065,Riverside County,0.0,0.0,0
2020-01-26,06029,Kern County,0.0,0.0,0
2020-01-26,06011,Colusa County,0.0,0.0,0
2020-01-26,06015,Del Norte County,0.0,0.0,0
2020-01-26,06049,Modoc County,0.0,0.0,0
2020-01-26,06019,Fresno County,0.0,0.0,0
2020-01-26,06039,Madera County,0.0,0.0,0
2020-01-26,06085,Santa Clara County,0.0,0.0,0
2020-01-26,06103,Tehama County,0.0,0.0,0
2020-01-26,06077,San Joaquin County,0.0,0.0,0
2020-01-26,06001,Alameda County,0.0,0.0,0
2020-01-26,06057,Nevada County,0.0,0.0,0
2020-01-26,06007,Butte County,0.0,0.0,0
2020-01-26,06047,Merced County,0.0,0.0,0
2020-01-26,06107,Tulare County,0.0,0.0,0
2020-01-26,06099,Stanislaus County,0.0,0.0,0
2020-01-26,06059,Orange County,1.0,0.0,0
2020-01-26,06025,Imperial County,0.0,0.0,0
2020-01-26,06101,Sutter County,0.0,0.0,0
2020-01-26,06005,Amador County,0.0,0.0,0
2020-01-26,06033,Lake County,0.0,0.0,0
2020-01-26,06063,Plumas County,0.0,0.0,0
2020-01-26,06081,San Mateo County,0.0,0.0,0
2020-01-26,06093,Siskiyou County,0.0,0.0,0
2020-01-26,06087,Santa Cruz County,0.0,0.0,0
2020-01-26,06021,Glenn County,0.0,0.0,0
2020-01-26,06079,San Luis Obispo County,0.0,0.0,0
2020-01-27,06091,Sierra County,0.0,0.0,0
2020-01-27,06067,Sacramento County,0.0,0.0,0
2020-01-27,06083,Santa Barbara County,0.0,0.0,0
2020-01-27,06009,Calaveras County,0.0,0.0,0
2020-01-27,06111,Ventura County,0.0,0.0,0
2020-01-27,06037,Los Angeles County,1.0,0.0,0
2020-01-27,06097,Sonoma County,0.0,0.0,0
2020-01-27,06031,Kings County,0.0,0.0,0
2020-01-27,06073,San Diego County,0.0,0.0,0
2020-01-27,06061,Placer County,0.0,0.0,0
2020-01-27,06075,San Francisco County,0.0,0.0,0
2020-01-27,06041,Marin County,0.0,0.0,0
2020-01-27,06043,Mariposa County,0.0,0.0,0
2020-01-27,06035,Lassen County,0.0,0.0,0
2020-01-27,06055,Napa County,0.0,0.0,0
2020-01-27,06089,Shasta County,0.0,0.0,0
2020-01-27,06053,Monterey County,0.0,0.0,0
2020-01-27,06105,Trinity County,0.0,0.0,0
2020-01-27,06045,Mendocino County,0.0,0.0,0
2020-01-27,06027,Inyo County,0.0,0.0,0
2020-01-27,06051,Mono County,0.0,0.0,0
2020-01-27,06109,Tuolumne County,0.0,0.0,0
2020-01-27,06095,Solano County,0.0,0.0,0
2020-01-27,06071,San Bernardino County,0.0,0.0,0
2020-01-27,06013,Contra Costa County,0.0,0.0,0
2020-01-27,06003,Alpine County,0.0,0.0,0
2020-01-27,06017,El Dorado County,0.0,0.0,0
2020-01-27,06113,Yolo County,0.0,0.0,0
2020-01-27,06115,Yuba County,0.0,0.0,0
2020-01-27,06069,San Benito County,0.0,0.0,0
2020-01-27,06023,Humboldt County,0.0,0.0,0
2020-01-27,06065,Riverside County,0.0,0.0,0
2020-01-27,06029,Kern County,0.0,0.0,0
2020-01-27,06011,Colusa County,0.0,0.0,0
2020-01-27,06015,Del Norte County,0.0,0.0,0
2020-01-27,06049,Modoc County,0.0,0.0,0
2020-01-27,06019,Fresno County,0.0,0.0,0
2020-01-27,06039,Madera County,0.0,0.0,0
2020-01-27,06085,Santa Clara County,0.0,0.0,0
2020-01-27,06103,Tehama County,0.0,0.0,0
2020-01-27,06077,San Joaquin County,0.0,0.0,0
2020-01-27,06001,Alameda County,0.0,0.0,0
2020-01-27,06057,Nevada County,0.0,0.0,0
2020-01-27,06007,Butte County,0.0,0.0,0
2020-01-27,06047,Merced County,0.0,0.0,0
2020-01-27,06107,Tulare County,0.0,0.0,0
2020-01-27,06099,Stanislaus County,0.0,0.0,0
2020-01-27,06059,Orange County,1.0,0.0,0
2020-01-27,06025,Imperial County,0.0,0.0,0
2020-01-27,06101,Sutter County,0.0,0.0,0
2020-01-27,06005,Amador County,0.0,0.0,0
2020-01-27,06033,Lake County,0.0,0.0,0
2020-01-27,06063,Plumas County,0.0,0.0,0
2020-01-27,06081,San Mateo County,0.0,0.0,0
2020-01-27,06093,Siskiyou County,0.0,0.0,0
2020-01-27,06087,Santa Cruz County,0.0,0.0,0
2020-01-27,06021,Glenn County,0.0,0.0,0
2020-01-27,06079,San Luis Obispo County,0.0,0.0,0
2020-01-28,06091,Sierra County,0.0,0.0,0
2020-01-28,06067,Sacramento County,0.0,0.0,0
2020-01-28,06083,Santa Barbara County,0.0,0.0,0
2020-01-28,06009,Calaveras County,0.0,0.0,0
2020-01-28,06111,Ventura County,0.0,0.0,0
2020-01-28,06037,Los Angeles County,1.0,0.0,0
2020-01-28,06097,Sonoma County,0.0,0.0,0
2020-01-28,06031,Kings County,0.0,0.0,0
2020-01-28,06073,San Diego County,0.0,0.0,0
2020-01-28,06061,Placer County,0.0,0.0,0
2020-01-28,06075,San Francisco County,0.0,0.0,0
2020-01-28,06041,Marin County,0.0,0.0,0
2020-01-28,06043,Mariposa County,0.0,0.0,0
2020-01-28,06035,Lassen County,0.0,0.0,0
2020-01-28,06055,Napa County,0.0,0.0,0
2020-01-28,06089,Shasta County,0.0,0.0,0
2020-01-28,06053,Monterey County,0.0,0.0,0
2020-01-28,06105,Trinity County,0.0,0.0,0
2020-01-28,06045,Mendocino County,0.0,0.0,0
2020-01-28,06027,Inyo County,0.0,0.0,0
2020-01-28,06051,Mono County,0.0,0.0,0
2020-01-28,06109,Tuolumne County,0.0,0.0,0
2020-01-28,06095,Solano County,0.0,0.0,0
2020-01-28,06071,San Bernardino County,0.0,0.0,0
2020-01-28,06013,Contra Costa County,0.0,0.0,0
2020-01-28,06003,Alpine County,0.0,0.0,0
2020-01-28,06017,El Dorado County,0.0,0.0,0
2020-01-28,06113,Yolo County,0.0,0.0,0
2020-01-28,06115,Yuba County,0.0,0.0,0
2020-01-28,06069,San Benito County,0.0,0.0,0
2020-01-28,06023,Humboldt County,0.0,0.0,0
2020-01-28,06065,Riverside County,0.0,0.0,0
2020-01-28,06029,Kern County,0.0,0.0,0
2020-01-28,06011,Colusa County,0.0,0.0,0
2020-01-28,06015,Del Norte County,0.0,0.0,0
2020-01-28,06049,Modoc County,0.0,0.0,0
2020-01-28,06019,Fresno County,0.0,0.0,0
2020-01-28,06039,Madera County,0.0,0.0,0
2020-01-28,06085,Santa Clara County,0.0,0.0,0
2020-01-28,06103,Tehama County,0.0,0.0,0
2020-01-28,06077,San Joaquin County,0.0,0.0,0
2020-01-28,06001,Alameda County,0.0,0.0,0
2020-01-28,06057,Nevada County,0.0,0.0,0
2020-01-28,06007,Butte County,0.0,0.0,0
2020-01-28,06047,Merced County,0.0,0.0,0
2020-01-28,06107,Tulare County,0.0,0.0,0
2020-01-28,06099,Stanislaus County,0.0,0.0,0
2020-01-28,06059,Orange County,1.0,0.0,0
2020-01-28,06025,Imperial County,0.0,0.0,0
2020-01-28,06101,Sutter County,0.0,0.0,0
2020-01-28,06005,Amador County,0.0,0.0,0
2020-01-28,06033,Lake County,0.0,0.0,0
2020-01-28,06063,Plumas County,0.0,0.0,0
2020-01-28,06081,San Mateo County,0.0,0.0,0
2020-01-28,06093,Siskiyou County,0.0,0.0,0
2020-01-28,06087,Santa Cruz County,0.0,0.0,0
2020-01-28,06021,Glenn County,0.0,0.0,0
2020-01-28,06079,San Luis Obispo County,0.0,0.0,0
2020-01-29,06091,Sierra County,0.0,0.0,0
2020-01-29,06067,Sacramento County,0.0,0.0,0
2020-01-29,06083,Santa Barbara County,0.0,0.0,0
2020-01-29,06009,Calaveras County,0.0,0.0,0
2020-01-29,06111,Ventura County,0.0,0.0,0
2020-01-29,06037,Los Angeles County,1.0,0.0,0
2020-01-29,06097,Sonoma County,0.0,0.0,0
2020-01-29,06031,Kings County,0.0,0.0,0
2020-01-29,06073,San Diego County,0.0,0.0,0
2020-01-29,06061,Placer County,0.0,0.0,0
2020-01-29,06075,San Francisco County,0.0,0.0,0
2020-01-29,06041,Marin County,0.0,0.0,0
2020-01-29,06043,Mariposa County,0.0,0.0,0
2020-01-29,06035,Lassen County,0.0,0.0,0
2020-01-29,06055,Napa County,0.0,0.0,0
2020-01-29,06089,Shasta County,0.0,0.0,0
2020-01-29,06053,Monterey County,0.0,0.0,0
2020-01-29,06105,Trinity County,0.0,0.0,0
2020-01-29,06045,Mendocino County,0.0,0.0,0
2020-01-29,06027,Inyo County,0.0,0.0,0
2020-01-29,06051,Mono County,0.0,0.0,0
2020-01-29,06109,Tuolumne County,0.0,0.0,0
2020-01-29,06095,Solano County,0.0,0.0,0
2020-01-29,06071,San Bernardino County,0.0,0.0,0
2020-01-29,06013,Contra Costa County,0.0,0.0,0
2020-01-29,06003,Alpine County,0.0,0.0,0
2020-01-29,06017,El Dorado County,0.0,0.0,0
2020-01-29,06113,Yolo County,0.0,0.0,0
2020-01-29,06115,Yuba County,0.0,0.0,0
2020-01-29,06069,San Benito County,0.0,0.0,0
2020-01-29,06023,Humboldt County,0.0,0.0,0
2020-01-29,06065,Riverside County,0.0,0.0,0
2020-01-29,06029,Kern County,0.0,0.0,0
2020-01-29,06011,Colusa County,0.0,0.0,0
2020-01-29,06015,Del Norte County,0.0,0.0,0
2020-01-29,06049,Modoc County,0.0,0.0,0
2020-01-29,06019,Fresno County,0.0,0.0,0
2020-01-29,06039,Madera County,0.0,0.0,0
2020-01-29,06085,Santa Clara County,0.0,0.0,0
2020-01-29,06103,Tehama County,0.0,0.0,0
2020-01-29,06077,San Joaquin County,0.0,0.0,0
2020-01-29,06001,Alameda County,0.0,0.0,0
2020-01-29,06057,Nevada County,0.0,0.0,0
2020-01-29,06007,Butte County,0.0,0.0,0
2020-01-29,06047,Merced County,0.0,0.0,0
2020-01-29,06107,Tulare County,0.0,0.0,0
2020-01-29,06099,Stanislaus County,0.0,0.0,0
2020-01-29,06059,Orange County,1.0,0.0,0
2020-01-29,06025,Imperial County,0.0,0.0,0
2020-01-29,06101,Sutter County,0.0,0.0,0
2020-01-29,06005,Amador County,0.0,0.0,0
2020-01-29,06033,Lake County,0.0,0.0,0
2020-01-29,06063,Plumas County,0.0,0.0,0
2020-01-29,06081,San Mateo County,0.0,0.0,0
2020-01-29,06093,Siskiyou County,0.0,0.0,0
2020-01-29,06087,Santa Cruz County,0.0,0.0,0
2020-01-29,06021,Glenn County,0.0,0.0,0
2020-01-29,06079,San Luis Obispo County,0.0,0.0,0
2020-01-30,06091,Sierra County,0.0,0.0,0
2020-01-30,06067,Sacramento County,0.0,0.0,0
2020-01-30,06083,Santa Barbara County,0.0,0.0,0
2020-01-30,06009,Calaveras County,0.0,0.0,0
2020-01-30,06111,Ventura County,0.0,0.0,0
