fips,county_name,state,date,cases,deaths,data_input_date,edited,local_pub_health_url,notes
06083,Santa Barbara,California,3/14/2020,0,0,,,,
06085,Santa Clara,California,3/14/2020,91,1,,,,
06087,Santa Cruz,California,3/14/2020,7,0,,,,
06089,Shasta,California,3/14/2020,1,0,,,,
06091,​Sierra,California,3/14/2020,0,0,,,,
06093,​Siskiyou,California,3/14/2020,0,0,,,,
06095,Solano,California,3/14/2020,6,0,,,,
06097,Sonoma,California,3/14/2020,3,0,,,,
06099,Stanislaus,California,3/14/2020,2,0,,,,
06101,​Sutter,California,3/14/2020,0,0,,,,
06103,​Tehama,California,3/14/2020,0,0,,,,
06105,​Trinity,California,3/14/2020,0,0,,,,
06107,Tulare,California,3/14/2020,2,0,,,,
06109,​Tuolumne,California,3/14/2020,0,0,,,,
06111,Ventura,California,3/14/2020,4,0,,,,
06113,Yolo,California,3/14/2020,2,0,,,,
06115,Yuba,California,3/14/2020,0,0,,,,
06001,Alameda,California,3/13/2020,10,0,,,,
06003,​Alpine,California,3/13/2020,0,0,,,,
06005,Amador,California,3/13/2020,0,0,,,,
06007,​Butte,California,3/13/2020,0,0,,,,
06009,Calaveras,California,3/13/2020,2,0,,,,
06011,​Colusa,California,3/13/2020,0,0,,,,
06013,Contra Costa,California,3/13/2020,25,0,,,,
06015,​Del Norte,California,3/13/2020,0,0,,,,
06017,El Dorado,California,3/13/2020,0,0,,,,
06019,Fresno,California,3/13/2020,1,0,,,,
06021,​Glenn,California,3/13/2020,0,0,,,,
06023,Humboldt,California,3/13/2020,1,0,,,,
06025,Imperial,California,3/13/2020,0,0,,,,
06027,​Inyo,California,3/13/2020,0,0,,,,
06029,Kern,California,3/13/2020,0,0,,,,
06031,​Kings,California,3/13/2020,0,0,,,,
06033,​Lake,California,3/13/2020,0,0,,,,
06035,​Lassen,California,3/13/2020,0,0,,,,
06037,Los Angeles,California,3/13/2020,40,1,,,,
06039,Madera,California,3/13/2020,1,0,,,,
06041,Marin,California,3/13/2020,0,0,,,,
06043,​Mariposa,California,3/13/2020,0,0,,,,
06045,Mendocino,California,3/13/2020,0,0,,,,
06047,​Merced,California,3/13/2020,0,0,,,,
06049,​Modoc,California,3/13/2020,0,0,,,,
06051,Mono,California,3/13/2020,0,0,,,,
06053,Monterey,California,3/13/2020,0,0,,,,
06055,Napa,California,3/13/2020,0,0,,,,
06057,Nevada,California,3/13/2020,0,0,,,,
06059,Orange,California,3/13/2020,13,0,,,,
06061,Placer,California,3/13/2020,7,1,,,,
06063,​Plumas,California,3/13/2020,0,0,,,,
06065,Riverside,California,3/13/2020,8,0,,,,
06067,Sacramento,California,3/13/2020,17,1,,,,
06069,San Benito,California,3/13/2020,3,0,,,,
06071,San Bernardino,California,3/13/2020,0,0,,,,
06073,San Diego,California,3/13/2020,8,0,,,,
06075,San Francisco,California,3/13/2020,23,0,,,,
06077,San Joaquin,California,3/13/2020,3,0,,,,
06079,San Luis Obispo,California,3/13/2020,0,0,,,,
06081,San Mateo,California,3/13/2020,20,0,,,,
06083,Santa Barbara,California,3/13/2020,0,0,,,,
06085,Santa Clara,California,3/13/2020,79,1,,,,
06087,Santa Cruz,California,3/13/2020,7,0,,,,
06089,Shasta,California,3/13/2020,1,0,,,,
06091,​Sierra,California,3/13/2020,0,0,,,,
06093,​Siskiyou,California,3/13/2020,0,0,,,,
06095,Solano,California,3/13/2020,6,0,,,,
06097,Sonoma,California,3/13/2020,3,0,,,,
06099,Stanislaus,California,3/13/2020,2,0,,,,
06101,​Sutter,California,3/13/2020,0,0,,,,
06103,​Tehama,California,3/13/2020,0,0,,,,
06105,​Trinity,California,3/13/2020,0,0,,,,
06107,Tulare,California,3/13/2020,2,0,,,,
06109,​Tuolumne,California,3/13/2020,0,0,,,,
06111,Ventura,California,3/13/2020,3,0,,,,
06113,Yolo,California,3/13/2020,2,0,,,,
06115,Yuba,California,3/13/2020,0,0,,,,
06001,Alameda,California,3/12/2020,6,0,,,,
06003,​Alpine,California,3/12/2020,0,0,,,,
06005,Amador,California,3/12/2020,0,0,,,,
06007,​Butte,California,3/12/2020,0,0,,,,
06009,Calaveras,California,3/12/2020,0,0,,,,
06011,​Colusa,California,3/12/2020,0,0,,,,
06013,Contra Costa,California,3/12/2020,10,0,,,,
06015,​Del Norte,California,3/12/2020,0,0,,,,
06017,El Dorado,California,3/12/2020,0,0,,,,
06019,Fresno,California,3/12/2020,1,0,,,,
06021,​Glenn,California,3/12/2020,0,0,,,,
06023,Humboldt,California,3/12/2020,1,0,,,,
06025,Imperial,California,3/12/2020,16,0,,,,
06027,​Inyo,California,3/12/2020,0,0,,,,
06029,Kern,California,3/12/2020,0,0,,,,
06031,​Kings,California,3/12/2020,0,0,,,,
06033,​Lake,California,3/12/2020,0,0,,,,
06035,​Lassen,California,3/12/2020,0,0,,,,
06037,Los Angeles,California,3/12/2020,29,1,,,,
06039,Madera,California,3/12/2020,1,0,,,,
06041,Marin,California,3/12/2020,16,0,,,,
06043,​Mariposa,California,3/12/2020,0,0,,,,
06045,Mendocino,California,3/12/2020,0,0,,,,
06047,​Merced,California,3/12/2020,0,0,,,,
06049,​Modoc,California,3/12/2020,0,0,,,,
06051,Mono,California,3/12/2020,0,0,,,,
06053,Monterey,California,3/12/2020,0,0,,,,
06055,Napa,California,3/12/2020,0,0,,,,
06057,Nevada,California,3/12/2020,0,0,,,,
06059,Orange,California,3/12/2020,6,0,,,,
06061,Placer,California,3/12/2020,7,1,,,,
06063,​Plumas,California,3/12/2020,0,0,,,,
06065,Riverside,California,3/12/2020,8,0,,,,
06067,Sacramento,California,3/12/2020,10,1,,,,
06069,San Benito,California,3/12/2020,2,0,,,,
06071,San Bernardino,California,3/12/2020,0,0,,,,
06073,San Diego,California,3/12/2020,3,0,,,,
06075,San Francisco,California,3/12/2020,18,0,,,,
06077,San Joaquin,California,3/12/2020,0,0,,,,
06079,San Luis Obispo,California,3/12/2020,16,0,,,,
06081,San Mateo,California,3/12/2020,15,0,,,,
06083,Santa Barbara,California,3/12/2020,0,0,,,,
06085,Santa Clara,California,3/12/2020,48,1,,,,
06087,Santa Cruz,California,3/12/2020,2,0,,,,
06089,Shasta,California,3/12/2020,1,0,,,,
06091,​Sierra,California,3/12/2020,0,0,,,,
06093,​Siskiyou,California,3/12/2020,0,0,,,,
06095,Solano,California,3/12/2020,6,0,,,,
06097,Sonoma,California,3/12/2020,3,0,,,,
06099,Stanislaus,California,3/12/2020,2,0,,,,
06101,​Sutter,California,3/12/2020,0,0,,,,
06103,​Tehama,California,3/12/2020,0,0,,,,
06105,​Trinity,California,3/12/2020,0,0,,,,
06107,Tulare,California,3/12/2020,1,0,,,,
06109,​Tuolumne,California,3/12/2020,0,0,,,,
06111,Ventura,California,3/12/2020,2,0,,,,
06113,Yolo,California,3/12/2020,1,0,,,,
06115,Yuba,California,3/12/2020,0,0,,,,
06001,Alameda,California,3/11/2020,4,0,,,,
06003,​Alpine,California,3/11/2020,0,0,,,,
06005,Amador,California,3/11/2020,0,0,,,,
06007,​Butte,California,3/11/2020,0,0,,,,
06009,Calaveras,California,3/11/2020,0,0,,,,
06011,​Colusa,California,3/11/2020,0,0,,,,
06013,Contra Costa,California,3/11/2020,10,0,,,,
06015,​Del Norte,California,3/11/2020,0,0,,,,
06017,El Dorado,California,3/11/2020,0,0,,,,
06019,Fresno,California,3/11/2020,1,0,,,,
06021,​Glenn,California,3/11/2020,0,0,,,,
06023,Humboldt,California,3/11/2020,1,0,,,,
06025,Imperial,California,3/11/2020,16,0,,,,
06027,​Inyo,California,3/11/2020,0,0,,,,
06029,Kern,California,3/11/2020,0,0,,,,
06031,​Kings,California,3/11/2020,0,0,,,,
06033,​Lake,California,3/11/2020,0,0,,,,
06035,​Lassen,California,3/11/2020,0,0,,,,
06037,Los Angeles,California,3/11/2020,29,1,,,,
06039,Madera,California,3/11/2020,1,0,,,,
06041,Marin,California,3/11/2020,16,0,,,,
06043,​Mariposa,California,3/11/2020,0,0,,,,
06045,Mendocino,California,3/11/2020,0,0,,,,
06047,​Merced,California,3/11/2020,0,0,,,,
06049,​Modoc,California,3/11/2020,0,0,,,,
06051,Mono,California,3/11/2020,0,0,,,,
06053,Monterey,California,3/11/2020,0,0,,,,
06055,Napa,California,3/11/2020,0,0,,,,
06057,Nevada,California,3/11/2020,0,0,,,,
06059,Orange,California,3/11/2020,6,0,,,,
06061,Placer,California,3/11/2020,7,1,,,,
06063,​Plumas,California,3/11/2020,0,0,,,,
06065,Riverside,California,3/11/2020,8,0,,,,
06067,Sacramento,California,3/11/2020,10,1,,,,
06069,San Benito,California,3/11/2020,2,0,,,,
06071,San Bernardino,California,3/11/2020,0,0,,,,
06073,San Diego,California,3/11/2020,3,0,,,,
06075,San Francisco,California,3/11/2020,18,0,,,,
06077,San Joaquin,California,3/11/2020,0,0,,,,
06079,San Luis Obispo,California,3/11/2020,16,0,,,,
06081,San Mateo,California,3/11/2020,15,0,,,,
06083,Santa Barbara,California,3/11/2020,0,0,,,,
06085,Santa Clara,California,3/11/2020,48,1,,,,
06087,Santa Cruz,California,3/11/2020,2,0,,,,
06089,Shasta,California,3/11/2020,1,0,,,,
06091,​Sierra,California,3/11/2020,0,0,,,,
06093,​Siskiyou,California,3/11/2020,0,0,,,,
06095,Solano,California,3/11/2020,6,0,,,,
06097,Sonoma,California,3/11/2020,3,0,,,,
06099,Stanislaus,California,3/11/2020,0,0,,,,
06101,​Sutter,California,3/11/2020,0,0,,,,
06103,​Tehama,California,3/11/2020,0,0,,,,
06105,​Trinity,California,3/11/2020,0,0,,,,
06107,Tulare,California,3/11/2020,0,0,,,,
06109,​Tuolumne,California,3/11/2020,0,0,,,,
06111,Ventura,California,3/11/2020,2,0,,,,
06113,Yolo,California,3/11/2020,1,0,,,,
06115,Yuba,California,3/11/2020,0,0,,,,
06001,Alameda,California,3/10/2020,5,0,,,,
06003,​Alpine,California,3/10/2020,0,0,,,,
06005,Amador,California,3/10/2020,0,0,,,,
06007,​Butte,California,3/10/2020,0,0,,,,
06009,Calaveras,California,3/10/2020,0,0,,,,
06011,​Colusa,California,3/10/2020,0,0,,,,
06013,Contra Costa,California,3/10/2020,10,0,,,,
06015,​Del Norte,California,3/10/2020,0,0,,,,
06017,El Dorado,California,3/10/2020,0,0,,,,
06019,Fresno,California,3/10/2020,1,0,,,,
06021,​Glenn,California,3/10/2020,0,0,,,,
06023,Humboldt,California,3/10/2020,1,0,,,,
06025,Imperial,California,3/10/2020,0,0,,,,
06027,​Inyo,California,3/10/2020,0,0,,,,
06029,Kern,California,3/10/2020,0,0,,,,
06031,​Kings,California,3/10/2020,0,0,,,,
06033,​Lake,California,3/10/2020,0,0,,,,
06035,​Lassen,California,3/10/2020,0,0,,,,
06037,Los Angeles,California,3/10/2020,20,0,,,,
06039,Madera,California,3/10/2020,1,0,,,,
06041,Marin,California,3/10/2020,0,0,,,,
06043,​Mariposa,California,3/10/2020,0,0,,,,
06045,Mendocino,California,3/10/2020,0,0,,,,
06047,​Merced,California,3/10/2020,0,0,,,,
06049,​Modoc,California,3/10/2020,0,0,,,,
06051,Mono,California,3/10/2020,0,0,,,,
06053,Monterey,California,3/10/2020,0,0,,,,
06055,Napa,California,3/10/2020,0,0,,,,
06057,Nevada,California,3/10/2020,0,0,,,,
06059,Orange,California,3/10/2020,5,0,,,,
06061,Placer,California,3/10/2020,7,1,,,,
06063,​Plumas,California,3/10/2020,0,0,,,,
06065,Riverside,California,3/10/2020,8,0,,,,
06067,Sacramento,California,3/10/2020,10,1,,,,
06069,San Benito,California,3/10/2020,2,0,,,,
06071,San Bernardino,California,3/10/2020,0,0,,,,
06073,San Diego,California,3/10/2020,3,0,,,,
06075,San Francisco,California,3/10/2020,15,0,,,,
06077,San Joaquin,California,3/10/2020,0,0,,,,
06079,San Luis Obispo,California,3/10/2020,0,0,,,,
06081,San Mateo,California,3/10/2020,15,0,,,,
06083,Santa Barbara,California,3/10/2020,0,0,,,,
06085,Santa Clara,California,3/10/2020,43,1,,,,
06087,Santa Cruz,California,3/10/2020,2,0,,,,
06089,Shasta,California,3/10/2020,1,0,,,,
06091,​Sierra,California,3/10/2020,0,0,,,,
06093,​Siskiyou,California,3/10/2020,0,0,,,,
06095,Solano,California,3/10/2020,6,0,,,,
06097,Sonoma,California,3/10/2020,3,0,,,,
06099,Stanislaus,California,3/10/2020,0,0,,,,
06101,​Sutter,California,3/10/2020,0,0,,,,
06103,​Tehama,California,3/10/2020,0,0,,,,
06105,​Trinity,California,3/10/2020,0,0,,,,
06107,Tulare,California,3/10/2020,0,0,,,,
06109,​Tuolumne,California,3/10/2020,0,0,,,,
06111,Ventura,California,3/10/2020,1,0,,,,
06113,Yolo,California,3/10/2020,1,0,,,,
06115,Yuba,California,3/10/2020,0,0,,,,
06001,Alameda,California,3/9/2020,5,0,,,,
06003,​Alpine,California,3/9/2020,0,0,,,,
06005,Amador,California,3/9/2020,0,0,,,,
06007,​Butte,California,3/9/2020,0,0,,,,
06009,Calaveras,California,3/9/2020,0,0,,,,
06011,​Colusa,California,3/9/2020,0,0,,,,
06013,Contra Costa,California,3/9/2020,9,0,,,,
06015,​Del Norte,California,3/9/2020,0,0,,,,
06017,El Dorado,California,3/9/2020,0,0,,,,
06019,Fresno,California,3/9/2020,1,0,,,,
06021,​Glenn,California,3/9/2020,0,0,,,,
06023,Humboldt,California,3/9/2020,1,0,,,,
06025,Imperial,California,3/9/2020,0,0,,,,
06027,​Inyo,California,3/9/2020,0,0,,,,
06029,Kern,California,3/9/2020,0,0,,,,
06031,​Kings,California,3/9/2020,0,0,,,,
06033,​Lake,California,3/9/2020,0,0,,,,
06035,​Lassen,California,3/9/2020,0,0,,,,
06037,Los Angeles,California,3/9/2020,20,0,,,,
06039,Madera,California,3/9/2020,1,0,,,,
06041,Marin,California,3/9/2020,0,0,,,,
06043,​Mariposa,California,3/9/2020,0,0,,,,
06045,Mendocino,California,3/9/2020,0,0,,,,
06047,​Merced,California,3/9/2020,0,0,,,,
06049,​Modoc,California,3/9/2020,0,0,,,,
06051,Mono,California,3/9/2020,0,0,,,,
06053,Monterey,California,3/9/2020,0,0,,,,
06055,Napa,California,3/9/2020,0,0,,,,
06057,Nevada,California,3/9/2020,0,0,,,,
06059,Orange,California,3/9/2020,5,0,,,,
06061,Placer,California,3/9/2020,7,1,,,,
06063,​Plumas,California,3/9/2020,0,0,,,,
06065,Riverside,California,3/9/2020,6,0,,,,
06067,Sacramento,California,3/9/2020,10,0,,,,
06069,San Benito,California,3/9/2020,2,0,,,,
06071,San Bernardino,California,3/9/2020,0,0,,,,
06073,San Diego,California,3/9/2020,3,0,,,,
06075,San Francisco,California,3/9/2020,15,0,,,,
06077,San Joaquin,California,3/9/2020,0,0,,,,
06079,San Luis Obispo,California,3/9/2020,0,0,,,,
06081,San Mateo,California,3/9/2020,9,0,,,,
06083,Santa Barbara,California,3/9/2020,0,0,,,,
06085,Santa Clara,California,3/9/2020,43,1,,,,
06087,Santa Cruz,California,3/9/2020,2,0,,,,
06089,Shasta,California,3/9/2020,1,0,,,,
06091,​Sierra,California,3/9/2020,0,0,,,,
06093,​Siskiyou,California,3/9/2020,0,0,,,,
06095,Solano,California,3/9/2020,3,0,,,,
06097,Sonoma,California,3/9/2020,3,0,,,,
06099,Stanislaus,California,3/9/2020,0,0,,,,
06101,​Sutter,California,3/9/2020,0,0,,,,
06103,​Tehama,California,3/9/2020,0,0,,,,
06105,​Trinity,California,3/9/2020,0,0,,,,
06107,Tulare,California,3/9/2020,0,0,,,,
06109,​Tuolumne,California,3/9/2020,0,0,,,,
06111,Ventura,California,3/9/2020,1,0,,,,
06113,Yolo,California,3/9/2020,1,0,,,,
06115,Yuba,California,3/9/2020,0,0,,,,
06001,Alameda,California,3/8/2020,3,0,,,,
06003,​Alpine,California,3/8/2020,0,0,,,,
06005,Amador,California,3/8/2020,0,0,,,,
06007,​Butte,California,3/8/2020,0,0,,,,
06009,Calaveras,California,3/8/2020,0,0,,,,
06011,​Colusa,California,3/8/2020,0,0,,,,
06013,Contra Costa,California,3/8/2020,9,0,,,,
06015,​Del Norte,California,3/8/2020,0,0,,,,
06017,El Dorado,California,3/8/2020,0,0,,,,
06019,Fresno,California,3/8/2020,1,0,,,,
06021,​Glenn,California,3/8/2020,0,0,,,,
06023,Humboldt,California,3/8/2020,1,0,,,,
06025,Imperial,California,3/8/2020,0,0,,,,
06027,​Inyo,California,3/8/2020,0,0,,,,
06029,Kern,California,3/8/2020,0,0,,,,
06031,​Kings,California,3/8/2020,0,0,,,,
06033,​Lake,California,3/8/2020,0,0,,,,
06035,​Lassen,California,3/8/2020,0,0,,,,
06037,Los Angeles,California,3/8/2020,14,0,,,,
06039,Madera,California,3/8/2020,1,0,,,,
06041,Marin,California,3/8/2020,0,0,,,,
06043,​Mariposa,California,3/8/2020,0,0,,,,
06045,Mendocino,California,3/8/2020,0,0,,,,
06047,​Merced,California,3/8/2020,0,0,,,,
06049,​Modoc,California,3/8/2020,0,0,,,,
06051,Mono,California,3/8/2020,0,0,,,,
06053,Monterey,California,3/8/2020,0,0,,,,
06055,Napa,California,3/8/2020,0,0,,,,
06057,Nevada,California,3/8/2020,0,0,,,,
06059,Orange,California,3/8/2020,3,0,,,,
06061,Placer,California,3/8/2020,5,1,,,,
06063,​Plumas,California,3/8/2020,0,0,,,,
06065,Riverside,California,3/8/2020,1,0,,,,
06067,Sacramento,California,3/8/2020,2,0,,,,
06069,San Benito,California,3/8/2020,2,0,,,,
06071,San Bernardino,California,3/8/2020,0,0,,,,
06073,San Diego,California,3/8/2020,3,0,,,,
06075,San Francisco,California,3/8/2020,9,0,,,,
06077,San Joaquin,California,3/8/2020,0,0,,,,
06079,San Luis Obispo,California,3/8/2020,0,0,,,,
06081,San Mateo,California,3/8/2020,2,0,,,,
06083,Santa Barbara,California,3/8/2020,0,0,,,,
06085,Santa Clara,California,3/8/2020,38,0,,,,
06087,Santa Cruz,California,3/8/2020,0,0,,,,
06089,Shasta,California,3/8/2020,0,0,,,,
06091,​Sierra,California,3/8/2020,0,0,,,,
06093,​Siskiyou,California,3/8/2020,0,0,,,,
06095,Solano,California,3/8/2020,0,0,,,,
06097,Sonoma,California,3/8/2020,1,0,,,,
06099,Stanislaus,California,3/8/2020,0,0,,,,
06101,​Sutter,California,3/8/2020,0,0,,,,
06103,​Tehama,California,3/8/2020,0,0,,,,
06105,​Trinity,California,3/8/2020,0,0,,,,
06107,Tulare,California,3/8/2020,0,0,,,,
06109,​Tuolumne,California,3/8/2020,0,0,,,,
06111,Ventura,California,3/8/2020,0,0,,,,
06113,Yolo,California,3/8/2020,1,0,,,,
06115,Yuba,California,3/8/2020,0,0,,,,
06001,Alameda,California,3/7/2020,3,0,,,,
06003,​Alpine,California,3/7/2020,0,0,,,,
06005,Amador,California,3/7/2020,0,0,,,,
06007,​Butte,California,3/7/2020,0,0,,,,
06009,Calaveras,California,3/7/2020,0,0,,,,
06011,​Colusa,California,3/7/2020,0,0,,,,
06013,Contra Costa,California,3/7/2020,3,0,,,,
06015,​Del Norte,California,3/7/2020,0,0,,,,
06017,El Dorado,California,3/7/2020,0,0,,,,
06019,Fresno,California,3/7/2020,0,0,,,,
06021,​Glenn,California,3/7/2020,0,0,,,,
06023,Humboldt,California,3/7/2020,1,0,,,,
06025,Imperial,California,3/7/2020,0,0,,,,
06027,​Inyo,California,3/7/2020,0,0,,,,
06029,Kern,California,3/7/2020,0,0,,,,
06031,​Kings,California,3/7/2020,0,0,,,,
06033,​Lake,California,3/7/2020,0,0,,,,
06035,​Lassen,California,3/7/2020,0,0,,,,
06037,Los Angeles,California,3/7/2020,14,0,,,,
06039,Madera,California,3/7/2020,1,0,,,,
06041,Marin,California,3/7/2020,0,0,,,,
06043,​Mariposa,California,3/7/2020,0,0,,,,
06045,Mendocino,California,3/7/2020,0,0,,,,
06047,​Merced,California,3/7/2020,0,0,,,,
06049,​Modoc,California,3/7/2020,0,0,,,,
06051,Mono,California,3/7/2020,0,0,,,,
06053,Monterey,California,3/7/2020,0,0,,,,
06055,Napa,California,3/7/2020,0,0,,,,
06057,Nevada,California,3/7/2020,0,0,,,,
06059,Orange,California,3/7/2020,3,0,,,,
06061,Placer,California,3/7/2020,5,1,,,,
06063,​Plumas,California,3/7/2020,0,0,,,,
06065,Riverside,California,3/7/2020,0,0,,,,
06067,Sacramento,California,3/7/2020,2,0,,,,
06069,San Benito,California,3/7/2020,2,0,,,,
06071,San Bernardino,California,3/7/2020,0,0,,,,
06073,San Diego,California,3/7/2020,3,0,,,,
06075,San Francisco,California,3/7/2020,9,0,,,,
06077,San Joaquin,California,3/7/2020,0,0,,,,
06079,San Luis Obispo,California,3/7/2020,0,0,,,,
06081,San Mateo,California,3/7/2020,2,0,,,,
06083,Santa Barbara,California,3/7/2020,0,0,,,,
06085,Santa Clara,California,3/7/2020,32,0,,,,
06087,Santa Cruz,California,3/7/2020,0,0,,,,
06089,Shasta,California,3/7/2020,0,0,,,,
06091,​Sierra,California,3/7/2020,0,0,,,,
06093,​Siskiyou,California,3/7/2020,0,0,,,,
06095,Solano,California,3/7/2020,0,0,,,,
06097,Sonoma,California,3/7/2020,1,0,,,,
06099,Stanislaus,California,3/7/2020,0,0,,,,
06101,​Sutter,California,3/7/2020,0,0,,,,
06103,​Tehama,California,3/7/2020,0,0,,,,
06105,​Trinity,California,3/7/2020,0,0,,,,
06107,Tulare,California,3/7/2020,0,0,,,,
06109,​Tuolumne,California,3/7/2020,0,0,,,,
06111,Ventura,California,3/7/2020,0,0,,,,
06113,Yolo,California,3/7/2020,1,0,,,,
06115,Yuba,California,3/7/2020,0,0,,,,
06001,Alameda,California,3/6/2020,2,0,,,,
06003,​Alpine,California,3/6/2020,0,0,,,,
06005,Amador,California,3/6/2020,0,0,,,,
06007,​Butte,California,3/6/2020,0,0,,,,
06009,Calaveras,California,3/6/2020,0,0,,,,
06011,​Colusa,California,3/6/2020,0,0,,,,
06013,Contra Costa,California,3/6/2020,3,0,,,,
06015,​Del Norte,California,3/6/2020,0,0,,,,
06017,El Dorado,California,3/6/2020,0,0,,,,
06019,Fresno,California,3/6/2020,0,0,,,,
06021,​Glenn,California,3/6/2020,0,0,,,,
06023,Humboldt,California,3/6/2020,1,0,,,,
06025,Imperial,California,3/6/2020,0,0,,,,
06027,​Inyo,California,3/6/2020,0,0,,,,
06029,Kern,California,3/6/2020,0,0,,,,
06031,​Kings,California,3/6/2020,0,0,,,,
06033,​Lake,California,3/6/2020,0,0,,,,
06035,​Lassen,California,3/6/2020,0,0,,,,
06037,Los Angeles,California,3/6/2020,13,0,,,,
06039,Madera,California,3/6/2020,0,0,,,,
06041,Marin,California,3/6/2020,0,0,,,,
06043,​Mariposa,California,3/6/2020,0,0,,,,
06045,Mendocino,California,3/6/2020,0,0,,,,
06047,​Merced,California,3/6/2020,0,0,,,,
06049,​Modoc,California,3/6/2020,0,0,,,,
06051,Mono,California,3/6/2020,0,0,,,,
06053,Monterey,California,3/6/2020,0,0,,,,
06055,Napa,California,3/6/2020,0,0,,,,
06057,Nevada,California,3/6/2020,0,0,,,,
06059,Orange,California,3/6/2020,3,0,,,,
06061,Placer,California,3/6/2020,5,1,,,,
06063,​Plumas,California,3/6/2020,0,0,,,,
06065,Riverside,California,3/6/2020,0,0,,,,
06067,Sacramento,California,3/6/2020,2,0,,,,
06069,San Benito,California,3/6/2020,2,0,,,,
06071,San Bernardino,California,3/6/2020,0,0,,,,
06073,San Diego,California,3/6/2020,3,0,,,,
06075,San Francisco,California,3/6/2020,2,0,,,,
06077,San Joaquin,California,3/6/2020,0,0,,,,
06079,San Luis Obispo,California,3/6/2020,0,0,,,,
06081,San Mateo,California,3/6/2020,2,0,,,,
06083,Santa Barbara,California,3/6/2020,0,0,,,,
06085,Santa Clara,California,3/6/2020,20,0,,,,
06087,Santa Cruz,California,3/6/2020,0,0,,,,
06089,Shasta,California,3/6/2020,0,0,,,,
06091,​Sierra,California,3/6/2020,0,0,,,,
06093,​Siskiyou,California,3/6/2020,0,0,,,,
06095,Solano,California,3/6/2020,0,0,,,,
06097,Sonoma,California,3/6/2020,1,0,,,,
06099,Stanislaus,California,3/6/2020,0,0,,,,
06101,​Sutter,California,3/6/2020,0,0,,,,
06103,​Tehama,California,3/6/2020,0,0,,,,
06105,​Trinity,California,3/6/2020,0,0,,,,
06107,Tulare,California,3/6/2020,0,0,,,,
06109,​Tuolumne,California,3/6/2020,0,0,,,,
06111,Ventura,California,3/6/2020,0,0,,,,
06113,Yolo,California,3/6/2020,1,0,,,,
06115,Yuba,California,3/6/2020,0,0,,,,
06001,Alameda,California,3/5/2020,2,0,,,,
06003,​Alpine,California,3/5/2020,0,0,,,,
06005,Amador,California,3/5/2020,0,0,,,,
06007,​Butte,California,3/5/2020,0,0,,,,
06009,Calaveras,California,3/5/2020,0,0,,,,
06011,​Colusa,California,3/5/2020,0,0,,,,
06013,Contra Costa,California,3/5/2020,1,0,,,,
06015,​Del Norte,California,3/5/2020,0,0,,,,
06017,El Dorado,California,3/5/2020,0,0,,,,
06019,Fresno,California,3/5/2020,0,0,,,,
06021,​Glenn,California,3/5/2020,0,0,,,,
06023,Humboldt,California,3/5/2020,1,0,,,,
06025,Imperial,California,3/5/2020,0,0,,,,
06027,​Inyo,California,3/5/2020,0,0,,,,
06029,Kern,California,3/5/2020,0,0,,,,
06031,​Kings,California,3/5/2020,0,0,,,,
06033,​Lake,California,3/5/2020,0,0,,,,
06035,​Lassen,California,3/5/2020,0,0,,,,
06037,Los Angeles,California,3/5/2020,11,0,,,,
06039,Madera,California,3/5/2020,0,0,,,,
06041,Marin,California,3/5/2020,0,0,,,,
06043,​Mariposa,California,3/5/2020,0,0,,,,
06045,Mendocino,California,3/5/2020,0,0,,,,
06047,​Merced,California,3/5/2020,0,0,,,,
06049,​Modoc,California,3/5/2020,0,0,,,,
06051,Mono,California,3/5/2020,0,0,,,,
06053,Monterey,California,3/5/2020,0,0,,,,
06055,Napa,California,3/5/2020,0,0,,,,
06057,Nevada,California,3/5/2020,0,0,,,,
06059,Orange,California,3/5/2020,3,0,,,,
06061,Placer,California,3/5/2020,2,1,,,,
06063,​Plumas,California,3/5/2020,0,0,,,,
06065,Riverside,California,3/5/2020,0,0,,,,
06067,Sacramento,California,3/5/2020,2,0,,,,
06069,San Benito,California,3/5/2020,2,0,,,,
06071,San Bernardino,California,3/5/2020,0,0,,,,
06073,San Diego,California,3/5/2020,3,0,,,,
06075,San Francisco,California,3/5/2020,2,0,,,,
06077,San Joaquin,California,3/5/2020,0,0,,,,
06079,San Luis Obispo,California,3/5/2020,0,0,,,,
06081,San Mateo,California,3/5/2020,2,0,,,,
06083,Santa Barbara,California,3/5/2020,0,0,,,,
06085,Santa Clara,California,3/5/2020,20,0,,,,
06087,Santa Cruz,California,3/5/2020,0,0,,,,
06089,Shasta,California,3/5/2020,0,0,,,,
06091,​Sierra,California,3/5/2020,0,0,,,,
06093,​Siskiyou,California,3/5/2020,0,0,,,,
06095,Solano,California,3/5/2020,0,0,,,,
06097,Sonoma,California,3/5/2020,1,0,,,,
06099,Stanislaus,California,3/5/2020,0,0,,,,
06101,​Sutter,California,3/5/2020,0,0,,,,
06103,​Tehama,California,3/5/2020,0,0,,,,
06105,​Trinity,California,3/5/2020,0,0,,,,
06107,Tulare,California,3/5/2020,0,0,,,,
06109,​Tuolumne,California,3/5/2020,0,0,,,,
06111,Ventura,California,3/5/2020,0,0,,,,
06113,Yolo,California,3/5/2020,0,0,,,,
06115,Yuba,California,3/5/2020,0,0,,,,
06001,Alameda,California,3/4/2020,2,0,,,,
06003,​Alpine,California,3/4/2020,0,0,,,,
06005,Amador,California,3/4/2020,0,0,,,,
