date,fips,county,cases,deaths,notes
2020-02-03,54047,McDowell County,0,0,
2020-02-03,54055,Mercer County,0,0,
2020-02-03,54057,Mineral County,0,0,
2020-02-03,54059,Mingo County,0,0,
2020-02-03,54061,Monongalia County,0,0,
2020-02-03,54063,Monroe County,0,0,
2020-02-03,54065,Morgan County,0,0,
2020-02-03,54067,Nicholas County,0,0,
2020-02-03,54069,Ohio County,0,0,
2020-02-03,54071,Pendleton County,0,0,
2020-02-03,54073,Pleasants County,0,0,
2020-02-03,54075,Pocahontas County,0,0,
2020-02-03,54077,Preston County,0,0,
2020-02-03,54079,Putnam County,0,0,
2020-02-03,54081,Raleigh County,0,0,
2020-02-03,54083,Randolph County,0,0,
2020-02-03,54085,Ritchie County,0,0,
2020-02-03,54087,Roane County,0,0,
2020-02-03,54089,Summers County,0,0,
2020-02-03,54091,Taylor County,0,0,
2020-02-03,54093,Tucker County,0,0,
2020-02-03,54095,Tyler County,0,0,
2020-02-03,54097,Upshur County,0,0,
2020-02-03,54099,Wayne County,0,0,
2020-02-03,54101,Webster County,0,0,
2020-02-03,54103,Wetzel County,0,0,
2020-02-03,54105,Wirt County,0,0,
2020-02-03,54107,Wood County,0,0,
2020-02-03,54109,Wyoming County,0,0,
2020-02-04,54001,Barbour County,0,0,
2020-02-04,54003,Berkeley County,0,0,
2020-02-04,54005,Boone County,0,0,
2020-02-04,54007,Braxton County,0,0,
2020-02-04,54009,Brooke County,0,0,
2020-02-04,54011,Cabell County,0,0,
2020-02-04,54013,Calhoun County,0,0,
2020-02-04,54015,Clay County,0,0,
2020-02-04,54017,Doddridge County,0,0,
2020-02-04,54019,Fayette County,0,0,
2020-02-04,54021,Gilmer County,0,0,
2020-02-04,54023,Grant County,0,0,
2020-02-04,54025,Greenbrier County,0,0,
2020-02-04,54027,Hampshire County,0,0,
2020-02-04,54029,Hancock County,0,0,
2020-02-04,54031,Hardy County,0,0,
2020-02-04,54033,Harrison County,0,0,
2020-02-04,54035,Jackson County,0,0,
2020-02-04,54037,Jefferson County,0,0,
2020-02-04,54039,Kanawha County,0,0,
2020-02-04,54041,Lewis County,0,0,
2020-02-04,54043,Lincoln County,0,0,
2020-02-04,54045,Logan County,0,0,
2020-02-04,54049,Marion County,0,0,
2020-02-04,54051,Marshall County,0,0,
2020-02-04,54053,Mason County,0,0,
2020-02-04,54047,McDowell County,0,0,
2020-02-04,54055,Mercer County,0,0,
2020-02-04,54057,Mineral County,0,0,
2020-02-04,54059,Mingo County,0,0,
2020-02-04,54061,Monongalia County,0,0,
2020-02-04,54063,Monroe County,0,0,
2020-02-04,54065,Morgan County,0,0,
2020-02-04,54067,Nicholas County,0,0,
2020-02-04,54069,Ohio County,0,0,
2020-02-04,54071,Pendleton County,0,0,
2020-02-04,54073,Pleasants County,0,0,
2020-02-04,54075,Pocahontas County,0,0,
2020-02-04,54077,Preston County,0,0,
2020-02-04,54079,Putnam County,0,0,
2020-02-04,54081,Raleigh County,0,0,
2020-02-04,54083,Randolph County,0,0,
2020-02-04,54085,Ritchie County,0,0,
2020-02-04,54087,Roane County,0,0,
2020-02-04,54089,Summers County,0,0,
2020-02-04,54091,Taylor County,0,0,
2020-02-04,54093,Tucker County,0,0,
2020-02-04,54095,Tyler County,0,0,
2020-02-04,54097,Upshur County,0,0,
2020-02-04,54099,Wayne County,0,0,
2020-02-04,54101,Webster County,0,0,
2020-02-04,54103,Wetzel County,0,0,
2020-02-04,54105,Wirt County,0,0,
2020-02-04,54107,Wood County,0,0,
2020-02-04,54109,Wyoming County,0,0,
2020-02-05,54001,Barbour County,0,0,
2020-02-05,54003,Berkeley County,0,0,
2020-02-05,54005,Boone County,0,0,
2020-02-05,54007,Braxton County,0,0,
2020-02-05,54009,Brooke County,0,0,
2020-02-05,54011,Cabell County,0,0,
2020-02-05,54013,Calhoun County,0,0,
2020-02-05,54015,Clay County,0,0,
2020-02-05,54017,Doddridge County,0,0,
2020-02-05,54019,Fayette County,0,0,
2020-02-05,54021,Gilmer County,0,0,
2020-02-05,54023,Grant County,0,0,
2020-02-05,54025,Greenbrier County,0,0,
2020-02-05,54027,Hampshire County,0,0,
2020-02-05,54029,Hancock County,0,0,
2020-02-05,54031,Hardy County,0,0,
2020-02-05,54033,Harrison County,0,0,
2020-02-05,54035,Jackson County,0,0,
2020-02-05,54037,Jefferson County,0,0,
2020-02-05,54039,Kanawha County,0,0,
2020-02-05,54041,Lewis County,0,0,
2020-02-05,54043,Lincoln County,0,0,
2020-02-05,54045,Logan County,0,0,
2020-02-05,54049,Marion County,0,0,
2020-02-05,54051,Marshall County,0,0,
2020-02-05,54053,Mason County,0,0,
2020-02-05,54047,McDowell County,0,0,
2020-02-05,54055,Mercer County,0,0,
2020-02-05,54057,Mineral County,0,0,
2020-02-05,54059,Mingo County,0,0,
2020-02-05,54061,Monongalia County,0,0,
2020-02-05,54063,Monroe County,0,0,
2020-02-05,54065,Morgan County,0,0,
2020-02-05,54067,Nicholas County,0,0,
2020-02-05,54069,Ohio County,0,0,
2020-02-05,54071,Pendleton County,0,0,
2020-02-05,54073,Pleasants County,0,0,
2020-02-05,54075,Pocahontas County,0,0,
2020-02-05,54077,Preston County,0,0,
2020-02-05,54079,Putnam County,0,0,
2020-02-05,54081,Raleigh County,0,0,
2020-02-05,54083,Randolph County,0,0,
2020-02-05,54085,Ritchie County,0,0,
2020-02-05,54087,Roane County,0,0,
2020-02-05,54089,Summers County,0,0,
2020-02-05,54091,Taylor County,0,0,
2020-02-05,54093,Tucker County,0,0,
2020-02-05,54095,Tyler County,0,0,
2020-02-05,54097,Upshur County,0,0,
2020-02-05,54099,Wayne County,0,0,
2020-02-05,54101,Webster County,0,0,
2020-02-05,54103,Wetzel County,0,0,
2020-02-05,54105,Wirt County,0,0,
2020-02-05,54107,Wood County,0,0,
2020-02-05,54109,Wyoming County,0,0,
2020-02-06,54001,Barbour County,0,0,
2020-02-06,54003,Berkeley County,0,0,
2020-02-06,54005,Boone County,0,0,
2020-02-06,54007,Braxton County,0,0,
2020-02-06,54009,Brooke County,0,0,
2020-02-06,54011,Cabell County,0,0,
2020-02-06,54013,Calhoun County,0,0,
2020-02-06,54015,Clay County,0,0,
2020-02-06,54017,Doddridge County,0,0,
2020-02-06,54019,Fayette County,0,0,
2020-02-06,54021,Gilmer County,0,0,
2020-02-06,54023,Grant County,0,0,
2020-02-06,54025,Greenbrier County,0,0,
2020-02-06,54027,Hampshire County,0,0,
2020-02-06,54029,Hancock County,0,0,
2020-02-06,54031,Hardy County,0,0,
2020-02-06,54033,Harrison County,0,0,
2020-02-06,54035,Jackson County,0,0,
2020-02-06,54037,Jefferson County,0,0,
2020-02-06,54039,Kanawha County,0,0,
2020-02-06,54041,Lewis County,0,0,
2020-02-06,54043,Lincoln County,0,0,
2020-02-06,54045,Logan County,0,0,
2020-02-06,54049,Marion County,0,0,
2020-02-06,54051,Marshall County,0,0,
2020-02-06,54053,Mason County,0,0,
2020-02-06,54047,McDowell County,0,0,
2020-02-06,54055,Mercer County,0,0,
2020-02-06,54057,Mineral County,0,0,
2020-02-06,54059,Mingo County,0,0,
2020-02-06,54061,Monongalia County,0,0,
2020-02-06,54063,Monroe County,0,0,
2020-02-06,54065,Morgan County,0,0,
2020-02-06,54067,Nicholas County,0,0,
2020-02-06,54069,Ohio County,0,0,
2020-02-06,54071,Pendleton County,0,0,
2020-02-06,54073,Pleasants County,0,0,
2020-02-06,54075,Pocahontas County,0,0,
2020-02-06,54077,Preston County,0,0,
2020-02-06,54079,Putnam County,0,0,
2020-02-06,54081,Raleigh County,0,0,
2020-02-06,54083,Randolph County,0,0,
2020-02-06,54085,Ritchie County,0,0,
2020-02-06,54087,Roane County,0,0,
2020-02-06,54089,Summers County,0,0,
2020-02-06,54091,Taylor County,0,0,
2020-02-06,54093,Tucker County,0,0,
2020-02-06,54095,Tyler County,0,0,
2020-02-06,54097,Upshur County,0,0,
2020-02-06,54099,Wayne County,0,0,
2020-02-06,54101,Webster County,0,0,
2020-02-06,54103,Wetzel County,0,0,
2020-02-06,54105,Wirt County,0,0,
2020-02-06,54107,Wood County,0,0,
2020-02-06,54109,Wyoming County,0,0,
2020-02-07,54001,Barbour County,0,0,
2020-02-07,54003,Berkeley County,0,0,
2020-02-07,54005,Boone County,0,0,
2020-02-07,54007,Braxton County,0,0,
2020-02-07,54009,Brooke County,0,0,
2020-02-07,54011,Cabell County,0,0,
2020-02-07,54013,Calhoun County,0,0,
2020-02-07,54015,Clay County,0,0,
2020-02-07,54017,Doddridge County,0,0,
2020-02-07,54019,Fayette County,0,0,
2020-02-07,54021,Gilmer County,0,0,
2020-02-07,54023,Grant County,0,0,
2020-02-07,54025,Greenbrier County,0,0,
2020-02-07,54027,Hampshire County,0,0,
2020-02-07,54029,Hancock County,0,0,
2020-02-07,54031,Hardy County,0,0,
2020-02-07,54033,Harrison County,0,0,
2020-02-07,54035,Jackson County,0,0,
2020-02-07,54037,Jefferson County,0,0,
2020-02-07,54039,Kanawha County,0,0,
2020-02-07,54041,Lewis County,0,0,
2020-02-07,54043,Lincoln County,0,0,
2020-02-07,54045,Logan County,0,0,
2020-02-07,54049,Marion County,0,0,
2020-02-07,54051,Marshall County,0,0,
2020-02-07,54053,Mason County,0,0,
2020-02-07,54047,McDowell County,0,0,
2020-02-07,54055,Mercer County,0,0,
2020-02-07,54057,Mineral County,0,0,
2020-02-07,54059,Mingo County,0,0,
2020-02-07,54061,Monongalia County,0,0,
2020-02-07,54063,Monroe County,0,0,
2020-02-07,54065,Morgan County,0,0,
2020-02-07,54067,Nicholas County,0,0,
2020-02-07,54069,Ohio County,0,0,
2020-02-07,54071,Pendleton County,0,0,
2020-02-07,54073,Pleasants County,0,0,
2020-02-07,54075,Pocahontas County,0,0,
2020-02-07,54077,Preston County,0,0,
2020-02-07,54079,Putnam County,0,0,
2020-02-07,54081,Raleigh County,0,0,
2020-02-07,54083,Randolph County,0,0,
2020-02-07,54085,Ritchie County,0,0,
2020-02-07,54087,Roane County,0,0,
2020-02-07,54089,Summers County,0,0,
2020-02-07,54091,Taylor County,0,0,
2020-02-07,54093,Tucker County,0,0,
2020-02-07,54095,Tyler County,0,0,
2020-02-07,54097,Upshur County,0,0,
2020-02-07,54099,Wayne County,0,0,
2020-02-07,54101,Webster County,0,0,
2020-02-07,54103,Wetzel County,0,0,
2020-02-07,54105,Wirt County,0,0,
2020-02-07,54107,Wood County,0,0,
2020-02-07,54109,Wyoming County,0,0,
2020-02-08,54001,Barbour County,0,0,
2020-02-08,54003,Berkeley County,0,0,
2020-02-08,54005,Boone County,0,0,
2020-02-08,54007,Braxton County,0,0,
2020-02-08,54009,Brooke County,0,0,
2020-02-08,54011,Cabell County,0,0,
2020-02-08,54013,Calhoun County,0,0,
2020-02-08,54015,Clay County,0,0,
2020-02-08,54017,Doddridge County,0,0,
2020-02-08,54019,Fayette County,0,0,
2020-02-08,54021,Gilmer County,0,0,
2020-02-08,54023,Grant County,0,0,
2020-02-08,54025,Greenbrier County,0,0,
2020-02-08,54027,Hampshire County,0,0,
2020-02-08,54029,Hancock County,0,0,
2020-02-08,54031,Hardy County,0,0,
2020-02-08,54033,Harrison County,0,0,
2020-02-08,54035,Jackson County,0,0,
2020-02-08,54037,Jefferson County,0,0,
2020-02-08,54039,Kanawha County,0,0,
2020-02-08,54041,Lewis County,0,0,
2020-02-08,54043,Lincoln County,0,0,
2020-02-08,54045,Logan County,0,0,
2020-02-08,54049,Marion County,0,0,
2020-02-08,54051,Marshall County,0,0,
2020-02-08,54053,Mason County,0,0,
2020-02-08,54047,McDowell County,0,0,
2020-02-08,54055,Mercer County,0,0,
2020-02-08,54057,Mineral County,0,0,
2020-02-08,54059,Mingo County,0,0,
2020-02-08,54061,Monongalia County,0,0,
2020-02-08,54063,Monroe County,0,0,
2020-02-08,54065,Morgan County,0,0,
2020-02-08,54067,Nicholas County,0,0,
2020-02-08,54069,Ohio County,0,0,
2020-02-08,54071,Pendleton County,0,0,
2020-02-08,54073,Pleasants County,0,0,
2020-02-08,54075,Pocahontas County,0,0,
2020-02-08,54077,Preston County,0,0,
2020-02-08,54079,Putnam County,0,0,
2020-02-08,54081,Raleigh County,0,0,
2020-02-08,54083,Randolph County,0,0,
2020-02-08,54085,Ritchie County,0,0,
2020-02-08,54087,Roane County,0,0,
2020-02-08,54089,Summers County,0,0,
2020-02-08,54091,Taylor County,0,0,
2020-02-08,54093,Tucker County,0,0,
2020-02-08,54095,Tyler County,0,0,
2020-02-08,54097,Upshur County,0,0,
2020-02-08,54099,Wayne County,0,0,
2020-02-08,54101,Webster County,0,0,
2020-02-08,54103,Wetzel County,0,0,
2020-02-08,54105,Wirt County,0,0,
2020-02-08,54107,Wood County,0,0,
2020-02-08,54109,Wyoming County,0,0,
2020-02-09,54001,Barbour County,0,0,
2020-02-09,54003,Berkeley County,0,0,
2020-02-09,54005,Boone County,0,0,
2020-02-09,54007,Braxton County,0,0,
2020-02-09,54009,Brooke County,0,0,
2020-02-09,54011,Cabell County,0,0,
2020-02-09,54013,Calhoun County,0,0,
2020-02-09,54015,Clay County,0,0,
2020-02-09,54017,Doddridge County,0,0,
2020-02-09,54019,Fayette County,0,0,
2020-02-09,54021,Gilmer County,0,0,
2020-02-09,54023,Grant County,0,0,
2020-02-09,54025,Greenbrier County,0,0,
2020-02-09,54027,Hampshire County,0,0,
2020-02-09,54029,Hancock County,0,0,
2020-02-09,54031,Hardy County,0,0,
2020-02-09,54033,Harrison County,0,0,
2020-02-09,54035,Jackson County,0,0,
2020-02-09,54037,Jefferson County,0,0,
2020-02-09,54039,Kanawha County,0,0,
2020-02-09,54041,Lewis County,0,0,
2020-02-09,54043,Lincoln County,0,0,
2020-02-09,54045,Logan County,0,0,
2020-02-09,54049,Marion County,0,0,
2020-02-09,54051,Marshall County,0,0,
2020-02-09,54053,Mason County,0,0,
2020-02-09,54047,McDowell County,0,0,
2020-02-09,54055,Mercer County,0,0,
2020-02-09,54057,Mineral County,0,0,
2020-02-09,54059,Mingo County,0,0,
2020-02-09,54061,Monongalia County,0,0,
2020-02-09,54063,Monroe County,0,0,
2020-02-09,54065,Morgan County,0,0,
2020-02-09,54067,Nicholas County,0,0,
2020-02-09,54069,Ohio County,0,0,
2020-02-09,54071,Pendleton County,0,0,
2020-02-09,54073,Pleasants County,0,0,
2020-02-09,54075,Pocahontas County,0,0,
2020-02-09,54077,Preston County,0,0,
2020-02-09,54079,Putnam County,0,0,
2020-02-09,54081,Raleigh County,0,0,
2020-02-09,54083,Randolph County,0,0,
2020-02-09,54085,Ritchie County,0,0,
2020-02-09,54087,Roane County,0,0,
2020-02-09,54089,Summers County,0,0,
2020-02-09,54091,Taylor County,0,0,
2020-02-09,54093,Tucker County,0,0,
2020-02-09,54095,Tyler County,0,0,
2020-02-09,54097,Upshur County,0,0,
2020-02-09,54099,Wayne County,0,0,
2020-02-09,54101,Webster County,0,0,
2020-02-09,54103,Wetzel County,0,0,
2020-02-09,54105,Wirt County,0,0,
2020-02-09,54107,Wood County,0,0,
2020-02-09,54109,Wyoming County,0,0,
2020-02-10,54001,Barbour County,0,0,
2020-02-10,54003,Berkeley County,0,0,
2020-02-10,54005,Boone County,0,0,
2020-02-10,54007,Braxton County,0,0,
2020-02-10,54009,Brooke County,0,0,
2020-02-10,54011,Cabell County,0,0,
2020-02-10,54013,Calhoun County,0,0,
2020-02-10,54015,Clay County,0,0,
2020-02-10,54017,Doddridge County,0,0,
2020-02-10,54019,Fayette County,0,0,
2020-02-10,54021,Gilmer County,0,0,
2020-02-10,54023,Grant County,0,0,
2020-02-10,54025,Greenbrier County,0,0,
2020-02-10,54027,Hampshire County,0,0,
2020-02-10,54029,Hancock County,0,0,
2020-02-10,54031,Hardy County,0,0,
2020-02-10,54033,Harrison County,0,0,
2020-02-10,54035,Jackson County,0,0,
2020-02-10,54037,Jefferson County,0,0,
2020-02-10,54039,Kanawha County,0,0,
2020-02-10,54041,Lewis County,0,0,
2020-02-10,54043,Lincoln County,0,0,
2020-02-10,54045,Logan County,0,0,
2020-02-10,54049,Marion County,0,0,
2020-02-10,54051,Marshall County,0,0,
2020-02-10,54053,Mason County,0,0,
2020-02-10,54047,McDowell County,0,0,
2020-02-10,54055,Mercer County,0,0,
2020-02-10,54057,Mineral County,0,0,
2020-02-10,54059,Mingo County,0,0,
2020-02-10,54061,Monongalia County,0,0,
2020-02-10,54063,Monroe County,0,0,
2020-02-10,54065,Morgan County,0,0,
2020-02-10,54067,Nicholas County,0,0,
2020-02-10,54069,Ohio County,0,0,
2020-02-10,54071,Pendleton County,0,0,
2020-02-10,54073,Pleasants County,0,0,
2020-02-10,54075,Pocahontas County,0,0,
2020-02-10,54077,Preston County,0,0,
2020-02-10,54079,Putnam County,0,0,
2020-02-10,54081,Raleigh County,0,0,
2020-02-10,54083,Randolph County,0,0,
2020-02-10,54085,Ritchie County,0,0,
2020-02-10,54087,Roane County,0,0,
2020-02-10,54089,Summers County,0,0,
2020-02-10,54091,Taylor County,0,0,
2020-02-10,54093,Tucker County,0,0,
2020-02-10,54095,Tyler County,0,0,
2020-02-10,54097,Upshur County,0,0,
2020-02-10,54099,Wayne County,0,0,
2020-02-10,54101,Webster County,0,0,
2020-02-10,54103,Wetzel County,0,0,
2020-02-10,54105,Wirt County,0,0,
2020-02-10,54107,Wood County,0,0,
2020-02-10,54109,Wyoming County,0,0,
2020-02-11,54001,Barbour County,0,0,
2020-02-11,54003,Berkeley County,0,0,
2020-02-11,54005,Boone County,0,0,
2020-02-11,54007,Braxton County,0,0,
2020-02-11,54009,Brooke County,0,0,
2020-02-11,54011,Cabell County,0,0,
2020-02-11,54013,Calhoun County,0,0,
2020-02-11,54015,Clay County,0,0,
2020-02-11,54017,Doddridge County,0,0,
2020-02-11,54019,Fayette County,0,0,
2020-02-11,54021,Gilmer County,0,0,
2020-02-11,54023,Grant County,0,0,
2020-02-11,54025,Greenbrier County,0,0,
2020-02-11,54027,Hampshire County,0,0,
2020-02-11,54029,Hancock County,0,0,
2020-02-11,54031,Hardy County,0,0,
2020-02-11,54033,Harrison County,0,0,
2020-02-11,54035,Jackson County,0,0,
2020-02-11,54037,Jefferson County,0,0,
2020-02-11,54039,Kanawha County,0,0,
2020-02-11,54041,Lewis County,0,0,
2020-02-11,54043,Lincoln County,0,0,
2020-02-11,54045,Logan County,0,0,
2020-02-11,54049,Marion County,0,0,
2020-02-11,54051,Marshall County,0,0,
2020-02-11,54053,Mason County,0,0,
2020-02-11,54047,McDowell County,0,0,
2020-02-11,54055,Mercer County,0,0,
2020-02-11,54057,Mineral County,0,0,
2020-02-11,54059,Mingo County,0,0,
2020-02-11,54061,Monongalia County,0,0,
2020-02-11,54063,Monroe County,0,0,
2020-02-11,54065,Morgan County,0,0,
2020-02-11,54067,Nicholas County,0,0,
2020-02-11,54069,Ohio County,0,0,
2020-02-11,54071,Pendleton County,0,0,
2020-02-11,54073,Pleasants County,0,0,
2020-02-11,54075,Pocahontas County,0,0,
2020-02-11,54077,Preston County,0,0,
2020-02-11,54079,Putnam County,0,0,
2020-02-11,54081,Raleigh County,0,0,
2020-02-11,54083,Randolph County,0,0,
2020-02-11,54085,Ritchie County,0,0,
2020-02-11,54087,Roane County,0,0,
2020-02-11,54089,Summers County,0,0,
2020-02-11,54091,Taylor County,0,0,
2020-02-11,54093,Tucker County,0,0,
2020-02-11,54095,Tyler County,0,0,
2020-02-11,54097,Upshur County,0,0,
2020-02-11,54099,Wayne County,0,0,
2020-02-11,54101,Webster County,0,0,
2020-02-11,54103,Wetzel County,0,0,
2020-02-11,54105,Wirt County,0,0,
2020-02-11,54107,Wood County,0,0,
2020-02-11,54109,Wyoming County,0,0,
2020-02-12,54001,Barbour County,0,0,
2020-02-12,54003,Berkeley County,0,0,
2020-02-12,54005,Boone County,0,0,
2020-02-12,54007,Braxton County,0,0,
2020-02-12,54009,Brooke County,0,0,
2020-02-12,54011,Cabell County,0,0,
2020-02-12,54013,Calhoun County,0,0,
2020-02-12,54015,Clay County,0,0,
2020-02-12,54017,Doddridge County,0,0,
2020-02-12,54019,Fayette County,0,0,
2020-02-12,54021,Gilmer County,0,0,
2020-02-12,54023,Grant County,0,0,
2020-02-12,54025,Greenbrier County,0,0,
2020-02-12,54027,Hampshire County,0,0,
2020-02-12,54029,Hancock County,0,0,
2020-02-12,54031,Hardy County,0,0,
2020-02-12,54033,Harrison County,0,0,
2020-02-12,54035,Jackson County,0,0,
2020-02-12,54037,Jefferson County,0,0,
2020-02-12,54039,Kanawha County,0,0,
2020-02-12,54041,Lewis County,0,0,
2020-02-12,54043,Lincoln County,0,0,
2020-02-12,54045,Logan County,0,0,
2020-02-12,54049,Marion County,0,0,
2020-02-12,54051,Marshall County,0,0,
2020-02-12,54053,Mason County,0,0,
2020-02-12,54047,McDowell County,0,0,
2020-02-12,54055,Mercer County,0,0,
2020-02-12,54057,Mineral County,0,0,
2020-02-12,54059,Mingo County,0,0,
2020-02-12,54061,Monongalia County,0,0,
2020-02-12,54063,Monroe County,0,0,
2020-02-12,54065,Morgan County,0,0,
2020-02-12,54067,Nicholas County,0,0,
2020-02-12,54069,Ohio County,0,0,
2020-02-12,54071,Pendleton County,0,0,
2020-02-12,54073,Pleasants County,0,0,
2020-02-12,54075,Pocahontas County,0,0,
2020-02-12,54077,Preston County,0,0,
2020-02-12,54079,Putnam County,0,0,
2020-02-12,54081,Raleigh County,0,0,
2020-02-12,54083,Randolph County,0,0,
2020-02-12,54085,Ritchie County,0,0,
2020-02-12,54087,Roane County,0,0,
2020-02-12,54089,Summers County,0,0,
2020-02-12,54091,Taylor County,0,0,
2020-02-12,54093,Tucker County,0,0,
2020-02-12,54095,Tyler County,0,0,
2020-02-12,54097,Upshur County,0,0,
2020-02-12,54099,Wayne County,0,0,
2020-02-12,54101,Webster County,0,0,
2020-02-12,54103,Wetzel County,0,0,
2020-02-12,54105,Wirt County,0,0,
2020-02-12,54107,Wood County,0,0,
2020-02-12,54109,Wyoming County,0,0,
2020-02-13,54001,Barbour County,0,0,
2020-02-13,54003,Berkeley County,0,0,
2020-02-13,54005,Boone County,0,0,
2020-02-13,54007,Braxton County,0,0,
2020-02-13,54009,Brooke County,0,0,
2020-02-13,54011,Cabell County,0,0,
2020-02-13,54013,Calhoun County,0,0,
2020-02-13,54015,Clay County,0,0,
2020-02-13,54017,Doddridge County,0,0,
2020-02-13,54019,Fayette County,0,0,
2020-02-13,54021,Gilmer County,0,0,
2020-02-13,54023,Grant County,0,0,
2020-02-13,54025,Greenbrier County,0,0,
2020-02-13,54027,Hampshire County,0,0,
2020-02-13,54029,Hancock County,0,0,
2020-02-13,54031,Hardy County,0,0,
2020-02-13,54033,Harrison County,0,0,
2020-02-13,54035,Jackson County,0,0,
2020-02-13,54037,Jefferson County,0,0,
2020-02-13,54039,Kanawha County,0,0,
2020-02-13,54041,Lewis County,0,0,
2020-02-13,54043,Lincoln County,0,0,
2020-02-13,54045,Logan County,0,0,
2020-02-13,54049,Marion County,0,0,
2020-02-13,54051,Marshall County,0,0,
2020-02-13,54053,Mason County,0,0,
2020-02-13,54047,McDowell County,0,0,
2020-02-13,54055,Mercer County,0,0,
2020-02-13,54057,Mineral County,0,0,
2020-02-13,54059,Mingo County,0,0,
2020-02-13,54061,Monongalia County,0,0,
2020-02-13,54063,Monroe County,0,0,
2020-02-13,54065,Morgan County,0,0,
2020-02-13,54067,Nicholas County,0,0,
2020-02-13,54069,Ohio County,0,0,
2020-02-13,54071,Pendleton County,0,0,
2020-02-13,54073,Pleasants County,0,0,
2020-02-13,54075,Pocahontas County,0,0,
2020-02-13,54077,Preston County,0,0,
2020-02-13,54079,Putnam County,0,0,
2020-02-13,54081,Raleigh County,0,0,
2020-02-13,54083,Randolph County,0,0,
2020-02-13,54085,Ritchie County,0,0,
2020-02-13,54087,Roane County,0,0,
2020-02-13,54089,Summers County,0,0,
2020-02-13,54091,Taylor County,0,0,
2020-02-13,54093,Tucker County,0,0,
2020-02-13,54095,Tyler County,0,0,
2020-02-13,54097,Upshur County,0,0,
2020-02-13,54099,Wayne County,0,0,
2020-02-13,54101,Webster County,0,0,
2020-02-13,54103,Wetzel County,0,0,
2020-02-13,54105,Wirt County,0,0,
2020-02-13,54107,Wood County,0,0,
2020-02-13,54109,Wyoming County,0,0,
2020-02-14,54001,Barbour County,0,0,
2020-02-14,54003,Berkeley County,0,0,
2020-02-14,54005,Boone County,0,0,
2020-02-14,54007,Braxton County,0,0,
2020-02-14,54009,Brooke County,0,0,
2020-02-14,54011,Cabell County,0,0,
2020-02-14,54013,Calhoun County,0,0,
2020-02-14,54015,Clay County,0,0,
2020-02-14,54017,Doddridge County,0,0,
2020-02-14,54019,Fayette County,0,0,
2020-02-14,54021,Gilmer County,0,0,
2020-02-14,54023,Grant County,0,0,
2020-02-14,54025,Greenbrier County,0,0,
2020-02-14,54027,Hampshire County,0,0,
2020-02-14,54029,Hancock County,0,0,
2020-02-14,54031,Hardy County,0,0,
2020-02-14,54033,Harrison County,0,0,
2020-02-14,54035,Jackson County,0,0,
2020-02-14,54037,Jefferson County,0,0,
2020-02-14,54039,Kanawha County,0,0,
2020-02-14,54041,Lewis County,0,0,
2020-02-14,54043,Lincoln County,0,0,
2020-02-14,54045,Logan County,0,0,
2020-02-14,54049,Marion County,0,0,
2020-02-14,54051,Marshall County,0,0,
2020-02-14,54053,Mason County,0,0,
2020-02-14,54047,McDowell County,0,0,
2020-02-14,54055,Mercer County,0,0,
2020-02-14,54057,Mineral County,0,0,
2020-02-14,54059,Mingo County,0,0,
2020-02-14,54061,Monongalia County,0,0,
2020-02-14,54063,Monroe County,0,0,
2020-02-14,54065,Morgan County,0,0,
2020-02-14,54067,Nicholas County,0,0,
2020-02-14,54069,Ohio County,0,0,
2020-02-14,54071,Pendleton County,0,0,
2020-02-14,54073,Pleasants County,0,0,
2020-02-14,54075,Pocahontas County,0,0,
2020-02-14,54077,Preston County,0,0,
2020-02-14,54079,Putnam County,0,0,
2020-02-14,54081,Raleigh County,0,0,
2020-02-14,54083,Randolph County,0,0,
2020-02-14,54085,Ritchie County,0,0,
2020-02-14,54087,Roane County,0,0,
2020-02-14,54089,Summers County,0,0,
2020-02-14,54091,Taylor County,0,0,
2020-02-14,54093,Tucker County,0,0,
2020-02-14,54095,Tyler County,0,0,
2020-02-14,54097,Upshur County,0,0,
2020-02-14,54099,Wayne County,0,0,
2020-02-14,54101,Webster County,0,0,
2020-02-14,54103,Wetzel County,0,0,
2020-02-14,54105,Wirt County,0,0,
2020-02-14,54107,Wood County,0,0,
2020-02-14,54109,Wyoming County,0,0,
2020-02-15,54001,Barbour County,0,0,
2020-02-15,54003,Berkeley County,0,0,
2020-02-15,54005,Boone County,0,0,
2020-02-15,54007,Braxton County,0,0,
2020-02-15,54009,Brooke County,0,0,
2020-02-15,54011,Cabell County,0,0,
2020-02-15,54013,Calhoun County,0,0,
2020-02-15,54015,Clay County,0,0,
2020-02-15,54017,Doddridge County,0,0,
2020-02-15,54019,Fayette County,0,0,
2020-02-15,54021,Gilmer County,0,0,
2020-02-15,54023,Grant County,0,0,
2020-02-15,54025,Greenbrier County,0,0,
2020-02-15,54027,Hampshire County,0,0,
2020-02-15,54029,Hancock County,0,0,
2020-02-15,54031,Hardy County,0,0,
2020-02-15,54033,Harrison County,0,0,
2020-02-15,54035,Jackson County,0,0,
2020-02-15,54037,Jefferson County,0,0,
2020-02-15,54039,Kanawha County,0,0,
2020-02-15,54041,Lewis County,0,0,
2020-02-15,54043,Lincoln County,0,0,
2020-02-15,54045,Logan County,0,0,
2020-02-15,54049,Marion County,0,0,
2020-02-15,54051,Marshall County,0,0,
2020-02-15,54053,Mason County,0,0,
